x, v, u
0.612613, 3.85281, 0.38523
0.613614, 3.8429, 0.384251
0.614615, 3.83298, 0.383272
0.615616, 3.82307, 0.382292
0.616617, 3.81316, 0.381312
0.617618, 3.80324, 0.380332
0.618619, 3.79333, 0.379352
0.61962, 3.78341, 0.378371
0.620621, 3.7735, 0.377391
0.621622, 3.76358, 0.37641
0.622623, 3.75367, 0.375429
0.623624, 3.74375, 0.374447
0.624625, 3.73383, 0.373466
0.625626, 3.72392, 0.372484
0.626627, 3.714, 0.371503
0.627628, 3.70408, 0.37052
0.628629, 3.69417, 0.369538
0.62963, 3.68425, 0.368556
0.630631, 3.67433, 0.367573
0.631632, 3.66442, 0.36659
0.632633, 3.6545, 0.365607
0.633634, 3.64458, 0.364624
0.634635, 3.63466, 0.363641
0.635636, 3.62475, 0.362658
0.636637, 3.61483, 0.361674
0.637638, 3.60491, 0.36069
0.638639, 3.59499, 0.359706
0.63964, 3.58507, 0.358722
0.640641, 3.57515, 0.357737
0.641642, 3.56523, 0.356753
0.642643, 3.55532, 0.355768
0.643644, 3.5454, 0.354783
0.644645, 3.53548, 0.353798
0.645646, 3.52556, 0.352813
0.646647, 3.51564, 0.351828
0.647648, 3.50572, 0.350843
0.648649, 3.4958, 0.349857
0.64965, 3.48588, 0.348871
0.650651, 3.47596, 0.347885
0.651652, 3.46604, 0.346899
0.652653, 3.45611, 0.345913
0.653654, 3.44619, 0.344927
0.654655, 3.43627, 0.34394
0.655656, 3.42635, 0.342953
0.656657, 3.41643, 0.341967
0.657658, 3.40651, 0.34098
0.658659, 3.39659, 0.339993
0.65966, 3.38667, 0.339005
0.660661, 3.37674, 0.338018
0.661662, 3.36682, 0.33703
0.662663, 3.3569, 0.336043
0.663664, 3.34698, 0.335055
0.664665, 3.33706, 0.334067
0.665666, 3.32713, 0.333079
0.666667, 3.31721, 0.332091
0.667668, 3.30729, 0.331103
0.668669, 3.29736, 0.330114
0.66967, 3.28744, 0.329126
0.670671, 3.27752, 0.328137
0.671672, 3.26759, 0.327148
0.672673, 3.25767, 0.326159
0.673674, 3.24775, 0.32517
0.674675, 3.23782, 0.324181
0.675676, 3.2279, 0.323192
0.676677, 3.21798, 0.322203
0.677678, 3.20805, 0.321213
0.678679, 3.19813, 0.320224
0.67968, 3.1882, 0.319234
0.680681, 3.17828, 0.318244
0.681682, 3.16836, 0.317254
0.682683, 3.15843, 0.316264
0.683684, 3.14851, 0.315274
0.684685, 3.13858, 0.314284
0.685686, 3.12866, 0.313293
0.686687, 3.11873, 0.312303
0.687688, 3.10881, 0.311312
0.688689, 3.09888, 0.310321
0.68969, 3.08896, 0.309331
0.690691, 3.07903, 0.30834
0.691692, 3.06911, 0.307349
0.692693, 3.05918, 0.306358
0.693694, 3.04925, 0.305367
0.694695, 3.03933, 0.304375
0.695696, 3.0294, 0.303384
0.696697, 3.01948, 0.302392
0.697698, 3.00955, 0.301401
0.698699, 2.99962, 0.300409
0.6997, 2.9897, 0.299417
0.700701, 2.97977, 0.298426
0.701702, 2.96985, 0.297434
0.702703, 2.95992, 0.296442
0.703704, 2.94999, 0.29545
0.704705, 2.94007, 0.294457
0.705706, 2.93014, 0.293465
0.706707, 2.92021, 0.292473
0.707708, 2.91029, 0.29148
0.708709, 2.90036, 0.290488
0.70971, 2.89043, 0.289495
0.710711, 2.8805, 0.288502
0.711712, 2.87058, 0.287509
0.712713, 2.86065, 0.286517
0.713714, 2.85072, 0.285524
0.714715, 2.84079, 0.284531
0.715716, 2.83087, 0.283538
0.716717, 2.82094, 0.282544
0.717718, 2.81101, 0.281551
0.718719, 2.80108, 0.280558
0.71972, 2.79116, 0.279564
0.720721, 2.78123, 0.278571
0.721722, 2.7713, 0.277577
0.722723, 2.76137, 0.276584
0.723724, 2.75144, 0.27559
0.724725, 2.74151, 0.274596
0.725726, 2.73159, 0.273602
0.726727, 2.72166, 0.272608
0.727728, 2.71173, 0.271614
0.728729, 2.7018, 0.27062
0.72973, 2.69187, 0.269626
0.730731, 2.68194, 0.268632
0.731732, 2.67202, 0.267638
0.732733, 2.66209, 0.266643
0.733734, 2.65216, 0.265649
0.734735, 2.64223, 0.264654
0.735736, 2.6323, 0.26366
0.736737, 2.62237, 0.262665
0.737738, 2.61244, 0.261671
0.738739, 2.60251, 0.260676
0.73974, 2.59258, 0.259681
0.740741, 2.58265, 0.258686
0.741742, 2.57272, 0.257691
0.742743, 2.56279, 0.256696
0.743744, 2.55286, 0.255701
0.744745, 2.54294, 0.254706
0.745746, 2.53301, 0.253711
0.746747, 2.52308, 0.252716
0.747748, 2.51315, 0.251721
0.748749, 2.50322, 0.250725
0.74975, 2.49329, 0.24973
0.750751, 2.48336, 0.248734
0.751752, 2.47343, 0.247739
0.752753, 2.4635, 0.246743
0.753754, 2.45357, 0.245748
0.754755, 2.44364, 0.244752
0.755756, 2.43371, 0.243756
0.756757, 2.42378, 0.242761
0.757758, 2.41385, 0.241765
0.758759, 2.40392, 0.240769
0.75976, 2.39398, 0.239773
0.760761, 2.38405, 0.238777
0.761762, 2.37412, 0.237781
0.762763, 2.36419, 0.236785
0.763764, 2.35426, 0.235789
0.764765, 2.34433, 0.234793
0.765766, 2.3344, 0.233797
0.766767, 2.32447, 0.2328
0.767768, 2.31454, 0.231804
0.768769, 2.30461, 0.230808
0.76977, 2.29468, 0.229811
0.770771, 2.28475, 0.228815
0.771772, 2.27482, 0.227818
0.772773, 2.26489, 0.226822
0.773774, 2.25495, 0.225825
0.774775, 2.24502, 0.224829
0.775776, 2.23509, 0.223832
0.776777, 2.22516, 0.222835
0.777778, 2.21523, 0.221839
0.778779, 2.2053, 0.220842
0.77978, 2.19537, 0.219845
0.780781, 2.18544, 0.218848
0.781782, 2.1755, 0.217851
0.782783, 2.16557, 0.216854
0.783784, 2.15564, 0.215857
0.784785, 2.14571, 0.21486
0.785786, 2.13578, 0.213863
0.786787, 2.12585, 0.212866
0.787788, 2.11592, 0.211869
0.788789, 2.10598, 0.210872
0.78979, 2.09605, 0.209875
0.790791, 2.08612, 0.208877
0.791792, 2.07619, 0.20788
0.792793, 2.06626, 0.206883
0.793794, 2.05632, 0.205885
0.794795, 2.04639, 0.204888
0.795796, 2.03646, 0.20389
0.796797, 2.02653, 0.202893
0.797798, 2.0166, 0.201895
0.798799, 2.00666, 0.200898
0.7998, 1.99673, 0.1999
0.800801, 1.9868, 0.198903
0.801802, 1.97687, 0.197905
0.802803, 1.96694, 0.196907
0.803804, 1.957, 0.19591
0.804805, 1.94707, 0.194912
0.805806, 1.93714, 0.193914
0.806807, 1.92721, 0.192916
0.807808, 1.91728, 0.191919
0.808809, 1.90734, 0.190921
0.80981, 1.89741, 0.189923
0.810811, 1.88748, 0.188925
0.811812, 1.87755, 0.187927
0.812813, 1.86761, 0.186929
0.813814, 1.85768, 0.185931
0.814815, 1.84775, 0.184933
0.815816, 1.83782, 0.183935
0.816817, 1.82788, 0.182937
0.817818, 1.81795, 0.181939
0.818819, 1.80802, 0.18094
