x      , v      , u      
0.81782, 0.18439, 0.18194
0.81882, 0.18339, 0.18094
0.81982, 0.18238, 0.17994
0.82082, 0.18137, 0.17894
0.82182, 0.18037, 0.17795
0.82282, 0.17936, 0.17695
0.82382, 0.17836, 0.17595
0.82482, 0.17735, 0.17495
0.82583, 0.17634, 0.17395
0.82683, 0.17534, 0.17295
0.82783, 0.17433, 0.17196
0.82883, 0.17332, 0.17096
0.82983, 0.17232, 0.16996
0.83083, 0.17131, 0.16896
0.83183,  0.1703, 0.16796
0.83283,  0.1693, 0.16696
0.83383, 0.16829, 0.16596
0.83483, 0.16729, 0.16497
0.83584, 0.16628, 0.16397
0.83684, 0.16527, 0.16297
0.83784, 0.16427, 0.16197
0.83884, 0.16326, 0.16097
0.83984, 0.16225, 0.15997
0.84084, 0.16125, 0.15897
0.84184, 0.16024, 0.15798
0.84284, 0.15923, 0.15698
0.84384, 0.15823, 0.15598
0.84484, 0.15722, 0.15498
0.84585, 0.15621, 0.15398
0.84685, 0.15521, 0.15298
0.84785,  0.1542, 0.15198
0.84885, 0.15319, 0.15098
0.84985, 0.15218, 0.14998
0.85085, 0.15118, 0.14899
0.85185, 0.15017, 0.14799
0.85285, 0.14916, 0.14699
0.85385, 0.14816, 0.14599
0.85485, 0.14715, 0.14499
0.85586, 0.14614, 0.14399
0.85686, 0.14514, 0.14299
0.85786, 0.14413, 0.14199
0.85886, 0.14312, 0.14099
0.85986, 0.14212, 0.13999
0.86086, 0.14111,   0.139
0.86186,  0.1401,   0.138
0.86286, 0.13909,   0.137
0.86386, 0.13809,   0.136
0.86486, 0.13708,   0.135
0.86587, 0.13607,   0.134
0.86687, 0.13507,   0.133
0.86787, 0.13406,   0.132
0.86887, 0.13305,   0.131
0.86987, 0.13204,    0.13
0.87087, 0.13104,   0.129
0.87187, 0.13003,   0.128
0.87287, 0.12902,   0.127
0.87387, 0.12801, 0.12601
0.87487, 0.12701, 0.12501
0.87588,   0.126, 0.12401
0.87688, 0.12499, 0.12301
0.87788, 0.12399, 0.12201
0.87888, 0.12298, 0.12101
0.87988, 0.12197, 0.12001
0.88088, 0.12096, 0.11901
0.88188, 0.11996, 0.11801
0.88288, 0.11895, 0.11701
0.88388, 0.11794, 0.11601
0.88488, 0.11693, 0.11501
0.88589, 0.11593, 0.11401
0.88689, 0.11492, 0.11301
0.88789, 0.11391, 0.11201
0.88889,  0.1129, 0.11101
0.88989,  0.1119, 0.11001
0.89089, 0.11089, 0.10901
0.89189, 0.10988, 0.10801
0.89289, 0.10887, 0.10702
0.89389, 0.10787, 0.10602
0.89489, 0.10686, 0.10502
 0.8959, 0.10585, 0.10402
 0.8969, 0.10484, 0.10302
 0.8979, 0.10384, 0.10202
 0.8989, 0.10283, 0.10102
 0.8999, 0.10182, 0.10002
 0.9009, 0.10081, 0.099018
 0.9019, 0.099805, 0.098018
 0.9029, 0.098797, 0.097018
 0.9039, 0.097789, 0.096018
 0.9049, 0.096782, 0.095019
0.90591, 0.095774, 0.094019
0.90691, 0.094766, 0.093019
0.90791, 0.093758, 0.092019
0.90891, 0.092751, 0.091019
0.90991, 0.091743, 0.09002
0.91091, 0.090735, 0.08902
0.91191, 0.089727, 0.08802
0.91291, 0.088719, 0.08702
0.91391, 0.087712, 0.08602
0.91491, 0.086704, 0.08502
0.91592, 0.085696, 0.08402
0.91692, 0.084688, 0.083021
0.91792, 0.08368, 0.082021
0.91892, 0.082672, 0.081021
0.91992, 0.081665, 0.080021
0.92092, 0.080657, 0.079021
0.92192, 0.079649, 0.078021
0.92292, 0.078641, 0.077021
0.92392, 0.077633, 0.076021
0.92492, 0.076625, 0.075021
0.92593, 0.075617, 0.074021
0.92693, 0.074609, 0.073021
0.92793, 0.073601, 0.072021
0.92893, 0.072593, 0.071021
0.92993, 0.071585, 0.070021
0.93093, 0.070577, 0.069021
0.93193, 0.069569, 0.068021
0.93293, 0.068561, 0.067021
0.93393, 0.067553, 0.066021
0.93493, 0.066545, 0.06502
0.93594, 0.065537, 0.06402
0.93694, 0.064529, 0.06302
0.93794, 0.063521, 0.06202
0.93894, 0.062513, 0.06102
0.93994, 0.061505, 0.06002
0.94094, 0.060497, 0.05902
0.94194, 0.059489, 0.05802
0.94294, 0.058481, 0.05702
0.94394, 0.057473, 0.056019
0.94494, 0.056464, 0.055019
0.94595, 0.055456, 0.054019
0.94695, 0.054448, 0.053019
0.94795, 0.05344, 0.052019
0.94895, 0.052432, 0.051018
0.94995, 0.051424, 0.050018
0.95095, 0.050416, 0.049018
0.95195, 0.049408, 0.048018
0.95295, 0.048399, 0.047018
0.95395, 0.047391, 0.046017
0.95495, 0.046383, 0.045017
0.95596, 0.045375, 0.044017
0.95696, 0.044367, 0.043017
0.95796, 0.043358, 0.042016
0.95896, 0.04235, 0.041016
0.95996, 0.041342, 0.040016
0.96096, 0.040334, 0.039016
0.96196, 0.039326, 0.038015
0.96296, 0.038317, 0.037015
0.96396, 0.037309, 0.036015
0.96496, 0.036301, 0.035014
0.96597, 0.035293, 0.034014
0.96697, 0.034284, 0.033014
0.96797, 0.033276, 0.032013
0.96897, 0.032268, 0.031013
0.96997, 0.031259, 0.030013
0.97097, 0.030251, 0.029012
0.97197, 0.029243, 0.028012
0.97297, 0.028235, 0.027012
0.97397, 0.027226, 0.026011
0.97497, 0.026218, 0.025011
0.97598, 0.02521, 0.024011
0.97698, 0.024201, 0.02301
0.97798, 0.023193, 0.02201
0.97898, 0.022185, 0.021009
0.97998, 0.021176, 0.020009
0.98098, 0.020168, 0.019009
0.98198, 0.01916, 0.018008
0.98298, 0.018151, 0.017008
0.98398, 0.017143, 0.016007
0.98498, 0.016135, 0.015007
0.98599, 0.015126, 0.014007
0.98699, 0.014118, 0.013006
0.98799, 0.013109, 0.012006
0.98899, 0.012101, 0.011005
0.98999, 0.011093, 0.010005
0.99099, 0.010084, 0.0090043
0.99199, 0.0090758, 0.0080039
0.99299, 0.0080674, 0.0070034
0.99399, 0.007059, 0.0060029
0.99499, 0.0060506, 0.0050024
  0.996, 0.0050422, 0.004002
  0.997, 0.0040338, 0.0030015
  0.998, 0.0030253, 0.002001
  0.999, 0.0020169, 0.0010005
      1, 0.0010084, 5.8912e-018
