T , <E> , Cv , X , <|M|>
2 , -1.744472 , 0.7971044 , 0.47875171 , 0.91044978
2.005 , -1.7421965 , 0.74534817 , 0.40946251 , 0.90989452
2.01 , -1.738087 , 0.77732386 , 0.42785957 , 0.9078775
2.015 , -1.7345848 , 0.74411559 , 0.39702818 , 0.90665866
2.02 , -1.7304087 , 0.76940317 , 0.46867561 , 0.9041938
2.025 , -1.7270092 , 0.80380507 , 0.47827097 , 0.90281528
2.03 , -1.7238016 , 0.79294336 , 0.47552835 , 0.9012324
2.035 , -1.7180321 , 0.80936061 , 0.53884506 , 0.89794806
2.04 , -1.7145827 , 0.81466979 , 0.51313551 , 0.89663412
2.045 , -1.7104362 , 0.84557896 , 0.5458201 , 0.89436798
2.05 , -1.7071752 , 0.88005356 , 0.65068847 , 0.89267408
2.055 , -1.7015185 , 0.83708688 , 0.60466885 , 0.88971058
2.06 , -1.6979355 , 0.87662898 , 0.63698183 , 0.88835912
2.065 , -1.6937399 , 0.86406752 , 0.62203119 , 0.8861404
2.07 , -1.6885116 , 0.88142751 , 0.67439629 , 0.8834648
2.075 , -1.6853202 , 0.92522287 , 0.96056789 , 0.8810418
2.08 , -1.6803971 , 0.94757076 , 0.84659775 , 0.87847912
2.085 , -1.6765731 , 0.90842933 , 0.77822915 , 0.87704192
2.09 , -1.6716314 , 0.91619947 , 0.80972059 , 0.87390224
2.095 , -1.6662821 , 1.0072524 , 0.95466871 , 0.87107826
2.1 , -1.6620921 , 0.95750388 , 0.8579761 , 0.86912354
2.105 , -1.6563233 , 1.006044 , 0.98688448 , 0.86545822
2.11 , -1.6509252 , 1.0105756 , 1.1308291 , 0.86110592
2.115 , -1.6478652 , 1.0489864 , 1.054703 , 0.8613121
2.12 , -1.6411817 , 1.1150988 , 1.4440961 , 0.854908
2.125 , -1.6363776 , 1.0618471 , 1.255996 , 0.85300626
2.13 , -1.6327781 , 1.0799809 , 1.2552757 , 0.85198144
2.135 , -1.6271139 , 1.1169294 , 1.4010754 , 0.8480767
2.14 , -1.6215642 , 1.0952406 , 1.3650132 , 0.84442806
2.145 , -1.6151588 , 1.1806854 , 1.5264561 , 0.84039368
2.15 , -1.6096241 , 1.1864037 , 1.6493829 , 0.83650008
2.155 , -1.6061249 , 1.1087177 , 1.4896665 , 0.83571542
2.16 , -1.5972712 , 1.2661955 , 3.1442301 , 0.82519054
2.165 , -1.5932269 , 1.1495453 , 1.7979342 , 0.82557816
2.17 , -1.5867844 , 1.2643967 , 2.2751722 , 0.8199399
2.175 , -1.5829464 , 1.2487888 , 1.9294375 , 0.81996602
2.18 , -1.5729952 , 1.3275245 , 3.1114196 , 0.80782106
2.185 , -1.5683469 , 1.3278777 , 2.6826847 , 0.80507578
2.19 , -1.561478 , 1.4420184 , 3.3853496 , 0.79903438
2.195 , -1.5556517 , 1.3786281 , 3.930762 , 0.79339658
2.2 , -1.5481697 , 1.4352609 , 3.4513664 , 0.78953246
2.205 , -1.5405986 , 1.4526987 , 4.1887475 , 0.78336716
2.21 , -1.5345858 , 1.4517549 , 3.710175 , 0.77562352
2.215 , -1.5245973 , 1.4962209 , 5.878082 , 0.76131752
2.22 , -1.5181739 , 1.6843817 , 6.7199708 , 0.7576067
2.225 , -1.5081064 , 1.4608942 , 6.3770412 , 0.74457182
2.23 , -1.5026922 , 1.7129158 , 7.4995855 , 0.74212578
2.235 , -1.4932492 , 2.0385832 , 13.341375 , 0.72553074
2.24 , -1.4826021 , 1.8936783 , 12.620525 , 0.710651
2.245 , -1.4798792 , 2.0561529 , 13.347427 , 0.71455212
2.25 , -1.4602286 , 2.6064358 , 51.173309 , 0.64579454
2.255 , -1.4562266 , 1.8774145 , 20.758699 , 0.67182162
2.26 , -1.4377007 , 3.1019036 , 168.14838 , 0.57602226
2.265 , -1.429218 , 3.2072559 , 180.54562 , 0.56446292
2.27 , -1.4281588 , 1.8691096 , 14.944602 , 0.64260506
2.275 , -1.4196449 , 2.203382 , 28.573524 , 0.61568674
2.28 , -1.3820332 , 3.0205838 , 266.58347 , 0.34349552
2.285 , -1.3849071 , 2.4277842 , 86.782491 , 0.48693022
2.29 , -1.366176 , 2.5560289 , 132.53792 , 0.37294784
2.295 , -1.382209 , 2.6164887 , 43.156102 , 0.55724424
2.3 , -1.3556016 , 2.6070928 , 145.77498 , 0.39421306
