T , <E> , Cv , X , <|M|>
2 , -1.7492044 , 0.74808816 , 0.31851714 , 0.91414778
2.005 , -1.7419533 , 0.75366191 , 0.33984794 , 0.9101
2.01 , -1.7404033 , 0.75911568 , 0.37841342 , 0.90965167
2.015 , -1.7373044 , 0.70000557 , 0.42225243 , 0.90751944
2.02 , -1.7322444 , 0.8560921 , 0.44386365 , 0.90537056
2.025 , -1.7244622 , 0.99409425 , 0.69574792 , 0.90048222
2.03 , -1.7228467 , 0.80606573 , 0.44482468 , 0.90202556
2.035 , -1.7228933 , 0.80547845 , 0.43791252 , 0.901925
2.04 , -1.7189133 , 0.66855645 , 0.3500042 , 0.90070389
2.045 , -1.7131533 , 0.86986435 , 0.52370243 , 0.896505
2.05 , -1.7112133 , 0.79043906 , 0.43934334 , 0.89680889
2.055 , -1.7055767 , 0.90929516 , 0.58986571 , 0.89382
2.06 , -1.7020622 , 0.91125906 , 0.52545434 , 0.89157944
2.065 , -1.6889189 , 0.82915603 , 0.56246854 , 0.88450833
2.07 , -1.6902256 , 0.99280293 , 0.98722542 , 0.88242333
2.075 , -1.6875744 , 1.0186029 , 0.64285076 , 0.88455722
2.08 , -1.6839167 , 1.0232715 , 0.63043777 , 0.88202
2.085 , -1.6738711 , 1.4019219 , 2.3164121 , 0.870805
2.09 , -1.6690189 , 1.0402461 , 0.96667043 , 0.87225222
2.095 , -1.6712411 , 0.9052492 , 0.77420196 , 0.87463944
2.1 , -1.6588767 , 0.79950101 , 0.62102941 , 0.86897389
2.105 , -1.6524011 , 1.1316439 , 0.90115121 , 0.86378944
2.11 , -1.6526678 , 1.0045658 , 0.92017206 , 0.86294833
2.115 , -1.6469478 , 1.0949664 , 1.014197 , 0.85993889
2.12 , -1.64504 , 0.9994489 , 1.0500703 , 0.85839889
2.125 , -1.6404411 , 0.94419945 , 0.89827471 , 0.85839056
2.13 , -1.6372689 , 0.9646981 , 0.76579434 , 0.85862
2.135 , -1.6336989 , 1.13891 , 1.2602638 , 0.85389611
2.14 , -1.6169456 , 1.1908832 , 1.3007076 , 0.83943833
2.145 , -1.6130467 , 1.4982163 , 3.0647981 , 0.83463056
2.15 , -1.6152667 , 1.1500005 , 0.98725165 , 0.84582889
2.155 , -1.61124 , 1.1174373 , 1.2073199 , 0.841975
2.16 , -1.6010111 , 1.2844554 , 1.5721512 , 0.82956111
2.165 , -1.6058956 , 1.1201419 , 1.0707127 , 0.84244944
2.17 , -1.5871478 , 1.2135672 , 2.9331694 , 0.81509333
2.175 , -1.5795544 , 1.3441383 , 2.4538283 , 0.81169778
2.18 , -1.5783778 , 1.4626476 , 2.0936019 , 0.81715889
2.185 , -1.5727378 , 1.3649524 , 1.8987439 , 0.81313444
2.19 , -1.54661 , 1.6646622 , 4.656374 , 0.77242778
2.195 , -1.5464044 , 1.1479469 , 2.4992357 , 0.78669611
2.2 , -1.5465011 , 1.576829 , 2.6146387 , 0.79123833
2.205 , -1.54429 , 1.8604079 , 5.4279494 , 0.77982833
2.21 , -1.5334633 , 1.3620281 , 2.3099139 , 0.77790111
2.215 , -1.5415322 , 1.2585131 , 1.7647827 , 0.79440222
2.22 , -1.5037078 , 2.1417358 , 7.3143579 , 0.73994778
2.225 , -1.5204733 , 1.4614007 , 7.4866518 , 0.75565778
2.23 , -1.5253378 , 1.2932508 , 2.1150329 , 0.78503889
2.235 , -1.4923133 , 1.4435628 , 8.1554441 , 0.70780944
2.24 , -1.4830133 , 1.6304608 , 6.6284097 , 0.72638944
2.245 , -1.5019733 , 1.5146079 , 3.7812608 , 0.75771556
2.25 , -1.4896344 , 1.7295985 , 5.0300673 , 0.73885056
2.255 , -1.4313989 , 2.1425035 , 14.505338 , 0.60286833
2.26 , -1.4815478 , 1.4610546 , 3.73809 , 0.73988222
2.265 , -1.4342222 , 2.0124965 , 11.358474 , 0.63619389
2.27 , -1.4230089 , 2.8036344 , 38.21903 , 0.57051444
2.275 , -1.4422089 , 2.2140621 , 15.123657 , 0.674535
2.28 , -1.40285 , 2.6355492 , 23.143608 , 0.56270444
2.285 , -1.4013756 , 1.8907826 , 22.766299 , 0.58353667
2.29 , -1.3637267 , 3.6812915 , 96.868505 , 0.41772889
2.295 , -1.36994 , 2.5215002 , 35.346483 , 0.50344056
2.3 , -1.35817 , 3.2157903 , 52.088957 , 0.47154222
