T , <E> , Cv , X , <|M|>
2 , -1.7463526 , 0.76142176 , 0.3997524 , 0.91178861
2.005 , -1.7417593 , 0.72443534 , 0.40248547 , 0.90962228
2.01 , -1.7389727 , 0.75276851 , 0.40671122 , 0.90835761
2.015 , -1.7350403 , 0.77310514 , 0.45009875 , 0.90648939
2.02 , -1.7301736 , 0.73867791 , 0.40359956 , 0.90446011
2.025 , -1.7271218 , 0.74993124 , 0.43913912 , 0.90269528
2.03 , -1.7224572 , 0.74253852 , 0.44410361 , 0.90044639
2.035 , -1.7194181 , 0.7779238 , 0.48335991 , 0.89869222
2.04 , -1.7149787 , 0.81564658 , 0.52088769 , 0.89715889
2.045 , -1.7104996 , 0.8063756 , 0.55912483 , 0.89416
2.05 , -1.7058522 , 0.8287411 , 0.55723749 , 0.89224167
2.055 , -1.7018471 , 0.84903776 , 0.56835953 , 0.89019128
2.06 , -1.6999813 , 0.83049855 , 0.60320319 , 0.88945994
2.065 , -1.6943242 , 0.84458634 , 0.56776807 , 0.887182
2.07 , -1.6901693 , 0.8930405 , 0.6221392 , 0.88506256
2.075 , -1.6845541 , 0.89072975 , 0.64210255 , 0.88246039
2.08 , -1.6807266 , 0.89366937 , 0.74696454 , 0.87908544
2.085 , -1.6789788 , 0.86972321 , 0.71939159 , 0.87894439
2.09 , -1.6722408 , 0.88227795 , 0.68357312 , 0.87574417
2.095 , -1.6687388 , 0.95872718 , 0.779617 , 0.87357206
2.1 , -1.6607742 , 0.93412232 , 0.928401 , 0.86741444
2.105 , -1.6572059 , 0.95601876 , 0.9026541 , 0.86616861
2.11 , -1.6519077 , 0.98526763 , 0.96299677 , 0.86356417
2.115 , -1.6475912 , 0.999179 , 1.0551287 , 0.85949828
2.12 , -1.6383036 , 1.0772102 , 1.5428291 , 0.85172311
2.125 , -1.6371616 , 1.0720595 , 1.2455225 , 0.85463906
2.13 , -1.6269946 , 1.1823876 , 1.7265127 , 0.84502039
2.135 , -1.6293722 , 1.0446544 , 1.0832823 , 0.85063483
2.14 , -1.6219007 , 1.0257224 , 1.1421232 , 0.84605511
2.145 , -1.61602 , 1.1024238 , 1.6492304 , 0.83979267
2.15 , -1.6102498 , 1.1853996 , 1.9332115 , 0.83497639
2.155 , -1.6056519 , 1.1980127 , 1.6906002 , 0.83352461
2.16 , -1.5971043 , 1.224456 , 2.018562 , 0.82681778
2.165 , -1.5931953 , 1.2509512 , 2.1067454 , 0.824925
2.17 , -1.5871901 , 1.1826078 , 2.0435995 , 0.81905328
2.175 , -1.582193 , 1.2773316 , 2.1174498 , 0.81815972
2.18 , -1.5733392 , 1.2967398 , 2.0406992 , 0.81115889
2.185 , -1.5695224 , 1.2413829 , 2.0471638 , 0.80970639
2.19 , -1.5658083 , 1.2726662 , 2.2626021 , 0.80675978
2.195 , -1.5604826 , 1.2781103 , 2.280559 , 0.80370006
2.2 , -1.5499607 , 1.3907612 , 2.5312118 , 0.79489028
2.205 , -1.5394834 , 1.4986911 , 4.1325193 , 0.7817895
2.21 , -1.5307201 , 1.516922 , 7.7447124 , 0.76552278
2.215 , -1.5233762 , 1.6630656 , 5.1269564 , 0.76513128
2.22 , -1.5211027 , 1.4491626 , 4.6988681 , 0.76581928
2.225 , -1.5111837 , 1.5607312 , 5.9988911 , 0.75337361
2.23 , -1.4979302 , 1.8023043 , 6.7969617 , 0.73815256
2.235 , -1.485997 , 1.8164574 , 10.319301 , 0.7111625
2.24 , -1.4905174 , 1.6042737 , 6.942117 , 0.73631389
2.245 , -1.47427 , 1.5613527 , 7.2183628 , 0.71050383
2.25 , -1.4209778 , 2.7353252 , 90.174853 , 0.46527139
2.255 , -1.4330907 , 1.9210709 , 39.742456 , 0.58808511
2.26 , -1.4510656 , 1.8643998 , 10.660461 , 0.68566906
2.265 , -1.4383148 , 1.7757812 , 17.557358 , 0.65135889
2.27 , -1.4304584 , 1.7574878 , 14.263233 , 0.64747189
2.275 , -1.4220813 , 1.9322287 , 11.130348 , 0.64880956
2.28 , -1.3960002 , 1.9727393 , 39.287874 , 0.53810006
2.285 , -1.3796427 , 2.326609 , 56.496546 , 0.50361417
2.29 , -1.3794712 , 1.9945619 , 41.738798 , 0.51996461
2.295 , -1.3359553 , 1.8248282 , 53.704246 , 0.3024835
2.3 , -1.3616657 , 2.193482 , 40.188291 , 0.49854867
