T , <E> , Cv , X , <|M|>
2 , -1.7444437 , 0.75001698 , 0.38753486 , 0.91081088
2.005 , -1.7425293 , 0.74900321 , 0.39933852 , 0.910022
2.01 , -1.7370697 , 0.79524933 , 0.67060548 , 0.90557837
2.015 , -1.7339137 , 0.77607007 , 0.46775927 , 0.90538125
2.02 , -1.731182 , 0.74821601 , 0.40387416 , 0.90522213
2.025 , -1.7223087 , 0.78523407 , 0.46158077 , 0.899773
2.03 , -1.7252717 , 0.78267972 , 0.45571883 , 0.9021695
2.035 , -1.7198753 , 0.76894013 , 0.48346537 , 0.89951963
2.04 , -1.7114103 , 0.89217919 , 0.88068513 , 0.89336063
2.045 , -1.7118252 , 0.84086693 , 0.58817228 , 0.89535962
2.05 , -1.7074738 , 0.82965851 , 0.62264146 , 0.89242187
2.055 , -1.7036268 , 0.88996766 , 0.60293756 , 0.89186088
2.06 , -1.6984645 , 0.8314006 , 0.5854791 , 0.88923125
2.065 , -1.6923693 , 0.88502264 , 0.68991471 , 0.88551425
2.07 , -1.6896252 , 0.91487976 , 0.68525847 , 0.88403363
2.075 , -1.6858715 , 0.93812926 , 0.92770894 , 0.8803535
2.08 , -1.6826268 , 0.85038214 , 0.61786766 , 0.88111825
2.085 , -1.6764253 , 0.90640601 , 0.87108253 , 0.87599362
2.09 , -1.670768 , 0.95861319 , 0.95852845 , 0.873241
2.095 , -1.66549 , 0.96527585 , 0.89008913 , 0.87097075
2.1 , -1.663458 , 0.92424752 , 0.92446265 , 0.868845
2.105 , -1.652865 , 1.0839331 , 1.7124741 , 0.86017325
2.11 , -1.6510982 , 1.0003906 , 1.1698625 , 0.8619005
2.115 , -1.642948 , 1.0299511 , 1.1491022 , 0.85590375
2.12 , -1.6414937 , 1.0298044 , 1.1257896 , 0.8561885
2.125 , -1.6364298 , 1.0631787 , 1.1939963 , 0.85304075
2.13 , -1.633001 , 1.0588835 , 1.2498228 , 0.851475
2.135 , -1.6283175 , 1.0547313 , 1.1910126 , 0.850048
2.14 , -1.6230803 , 1.1066862 , 1.4222379 , 0.84539325
2.145 , -1.617395 , 1.1088256 , 1.3588164 , 0.84274563
2.15 , -1.6079493 , 1.2166421 , 2.5120664 , 0.82976775
2.155 , -1.606184 , 1.1216105 , 1.7126354 , 0.83479275
2.16 , -1.5966785 , 1.1235743 , 1.5745048 , 0.82723612
2.165 , -1.5909053 , 1.2190995 , 2.0631572 , 0.82325663
2.17 , -1.5896387 , 1.184596 , 1.7636829 , 0.8246225
2.175 , -1.5741358 , 1.4651003 , 6.1385852 , 0.793512
2.18 , -1.5719525 , 1.5607799 , 7.2774269 , 0.79636863
2.185 , -1.566536 , 1.4159318 , 2.6709739 , 0.80380413
2.19 , -1.5650015 , 1.1723108 , 2.1443404 , 0.80720188
2.195 , -1.5537327 , 1.3806399 , 3.6400264 , 0.7915785
2.2 , -1.5468537 , 1.3929683 , 3.3697277 , 0.78687188
2.205 , -1.5342118 , 1.4464769 , 4.0578867 , 0.7707275
2.21 , -1.5293922 , 1.5758478 , 9.6266723 , 0.76055812
2.215 , -1.5304133 , 1.3234497 , 4.1285155 , 0.775632
2.22 , -1.5196135 , 1.5055554 , 4.7093033 , 0.76417775
2.225 , -1.493942 , 1.7991787 , 12.888319 , 0.70785738
2.23 , -1.5065918 , 1.7230938 , 21.815928 , 0.72353225
2.235 , -1.4935677 , 1.599806 , 6.5739609 , 0.7336055
2.24 , -1.4850423 , 1.7715211 , 9.2132068 , 0.71837475
2.245 , -1.4778185 , 1.7310469 , 8.1245848 , 0.71419275
2.25 , -1.464156 , 2.0593162 , 25.53831 , 0.66905412
2.255 , -1.4534835 , 1.7763426 , 13.051134 , 0.67474312
2.26 , -1.4555308 , 1.7943587 , 8.7863466 , 0.6929765
2.265 , -1.4296918 , 1.7462577 , 12.124104 , 0.64587975
2.27 , -1.4226675 , 2.1065744 , 23.672161 , 0.61858687
2.275 , -1.400889 , 1.9868309 , 25.681392 , 0.571046
2.28 , -1.428462 , 1.7274829 , 14.688003 , 0.66238575
2.285 , -1.395074 , 2.2420205 , 37.259182 , 0.55169125
2.29 , -1.3799715 , 2.1325148 , 28.240868 , 0.55207737
2.295 , -1.3740197 , 1.9026478 , 26.373612 , 0.53589562
2.3 , -1.380137 , 2.0024318 , 21.414669 , 0.56860413
