T , <E> , Cv , X , <|M|>
2 , -1.7462225 , 0.7087572 , 0.38010647 , 0.91146038
2.005 , -1.7414818 , 0.74133123 , 0.37664021 , 0.909647
2.01 , -1.739655 , 0.72118848 , 0.35648539 , 0.9093365
2.015 , -1.734702 , 0.763137 , 0.43574746 , 0.90620588
2.02 , -1.732225 , 0.75390623 , 0.47028965 , 0.90472625
2.025 , -1.7263053 , 0.78261122 , 0.71716856 , 0.901022
2.03 , -1.7218398 , 0.78610292 , 0.47578245 , 0.900328
2.035 , -1.7170625 , 0.80383455 , 0.52918623 , 0.897861
2.04 , -1.7169515 , 0.77211857 , 0.44227622 , 0.89852462
2.045 , -1.7113908 , 0.83374879 , 0.56574621 , 0.89471412
2.05 , -1.7056703 , 0.81492498 , 0.51826631 , 0.8923145
2.055 , -1.704071 , 0.79126435 , 0.48963365 , 0.89288738
2.06 , -1.6973413 , 0.86620951 , 0.72134812 , 0.88711463
2.065 , -1.6965978 , 0.82711267 , 0.54887701 , 0.88865825
2.07 , -1.6911678 , 0.88700674 , 0.65952793 , 0.88489563
2.075 , -1.6832158 , 0.91476971 , 0.90150218 , 0.87946675
2.08 , -1.684059 , 0.83775361 , 0.5688359 , 0.8821945
2.085 , -1.6776798 , 0.92913601 , 0.68145551 , 0.87890413
2.09 , -1.6724948 , 0.91511572 , 0.76453761 , 0.87527287
2.095 , -1.666922 , 0.95231617 , 0.99654491 , 0.870396
2.1 , -1.6621435 , 0.94904595 , 0.90406656 , 0.86918587
2.105 , -1.6570595 , 1.0255536 , 1.1359853 , 0.86502662
2.11 , -1.6521345 , 0.99755761 , 1.0628456 , 0.8630765
2.115 , -1.6457128 , 1.003261 , 1.1574217 , 0.85785563
2.12 , -1.645145 , 0.94114996 , 0.80561287 , 0.86151513
2.125 , -1.6353068 , 1.0134191 , 1.1247028 , 0.85304212
2.13 , -1.6252253 , 1.143147 , 1.7567532 , 0.84310512
2.135 , -1.627826 , 1.0201813 , 1.1353055 , 0.849464
2.14 , -1.6222873 , 1.144946 , 1.7137578 , 0.84353675
2.145 , -1.6162985 , 1.0768684 , 1.6922465 , 0.84074188
2.15 , -1.6058088 , 1.1672001 , 1.7031438 , 0.83161125
2.155 , -1.6093195 , 1.0636689 , 1.2670288 , 0.839132
2.16 , -1.5975238 , 1.1462595 , 1.4259267 , 0.83040788
2.165 , -1.590875 , 1.2074904 , 1.9441016 , 0.82405375
2.17 , -1.5865135 , 1.1985009 , 1.8310787 , 0.81995288
2.175 , -1.5786388 , 1.3096431 , 2.5956437 , 0.81171313
2.18 , -1.5743135 , 1.2399045 , 2.7348117 , 0.80870562
2.185 , -1.5658885 , 1.3403756 , 2.5689662 , 0.803091
2.19 , -1.564608 , 1.2955585 , 3.0772553 , 0.80309588
2.195 , -1.5601638 , 1.1655809 , 1.7846109 , 0.80530425
2.2 , -1.5504332 , 1.3731952 , 5.1453832 , 0.78844275
2.205 , -1.5359262 , 1.7357094 , 12.034718 , 0.75919388
2.21 , -1.524899 , 1.3875252 , 6.2686506 , 0.7530745
2.215 , -1.5061522 , 2.1453714 , 25.419809 , 0.69669488
2.22 , -1.5233658 , 1.4653701 , 3.6775719 , 0.77098112
2.225 , -1.492743 , 2.3546897 , 35.10916 , 0.67418638
2.23 , -1.5010828 , 1.6273674 , 6.8970496 , 0.7372845
2.235 , -1.4877135 , 1.7790124 , 13.299716 , 0.71248875
2.24 , -1.4889128 , 1.6149852 , 5.7068428 , 0.73603288
2.245 , -1.475889 , 1.9936599 , 14.507816 , 0.7004005
2.25 , -1.4655345 , 1.8991698 , 17.9033 , 0.678684
2.255 , -1.452628 , 1.7264815 , 13.677216 , 0.66597863
2.26 , -1.44336 , 1.7741794 , 15.785831 , 0.66013513
2.265 , -1.4507893 , 1.6165752 , 9.7276793 , 0.68777825
2.27 , -1.444846 , 1.7654956 , 9.4974613 , 0.68773262
2.275 , -1.4229863 , 1.7214618 , 10.113536 , 0.65036338
2.28 , -1.4066452 , 1.9896791 , 20.116166 , 0.60054413
2.285 , -1.3918072 , 2.046821 , 26.723104 , 0.565855
2.29 , -1.394529 , 2.1133817 , 23.391866 , 0.590114
2.295 , -1.376841 , 2.1503116 , 26.829153 , 0.5535815
2.3 , -1.3551993 , 1.7233523 , 27.248718 , 0.50549
