T , <E> , Cv , X , <|M|>
2 , -1.740755 , 0.78041199 , 0.3334192 , 0.9102975
2.005 , -1.74516 , 0.69159248 , 0.32902164 , 0.91171375
2.01 , -1.73615 , 0.63429717 , 0.301804 , 0.908535
2.015 , -1.726045 , 0.89506191 , 0.59803592 , 0.89874125
2.02 , -1.729535 , 0.80098864 , 0.4874778 , 0.90318
2.025 , -1.722875 , 0.82371224 , 0.4602062 , 0.89897
2.03 , -1.71945 , 0.87600184 , 0.53824347 , 0.89756
2.035 , -1.7244 , 0.7590952 , 0.3543118 , 0.9037675
2.04 , -1.708645 , 0.75262936 , 0.55600723 , 0.8937625
2.045 , -1.7000625 , 0.93408427 , 1.1140606 , 0.8811
2.05 , -1.710795 , 0.66790928 , 0.40754439 , 0.8973
2.055 , -1.708715 , 0.82358453 , 0.6300989 , 0.89319
2.06 , -1.7036675 , 0.90881071 , 0.72113291 , 0.88882375
2.065 , -1.6988775 , 0.88107311 , 0.60369728 , 0.89094625
2.07 , -1.68649 , 0.84206115 , 0.75386039 , 0.881575
2.075 , -1.68746 , 0.80883436 , 0.46290019 , 0.88465125
2.08 , -1.6802125 , 0.94180329 , 0.81642305 , 0.87856875
2.085 , -1.68047 , 0.99435538 , 0.69168875 , 0.88084
2.09 , -1.6672025 , 0.97201721 , 0.72758675 , 0.8719675
2.095 , -1.6784525 , 0.70800654 , 0.46984505 , 0.8800775
2.1 , -1.674765 , 0.91168971 , 0.66963271 , 0.87870125
2.105 , -1.661235 , 0.87774717 , 0.84065815 , 0.86777625
2.11 , -1.642625 , 1.1242953 , 0.9365796 , 0.85638
2.115 , -1.648285 , 1.015749 , 0.88130444 , 0.86283875
2.12 , -1.6389925 , 1.192552 , 1.2249901 , 0.85528875
2.125 , -1.639325 , 1.1280013 , 0.91929513 , 0.858195
2.13 , -1.62543 , 1.0378153 , 0.88840437 , 0.84976125
2.135 , -1.6281825 , 1.0654465 , 1.0145043 , 0.852455
2.14 , -1.6285475 , 1.0453608 , 0.84818748 , 0.85401375
2.145 , -1.596565 , 1.785046 , 6.2967596 , 0.80779375
2.15 , -1.5966375 , 1.6164067 , 2.4352984 , 0.82192125
2.155 , -1.60378 , 1.2804881 , 2.0634771 , 0.82972125
2.16 , -1.6029275 , 1.2431451 , 1.4867675 , 0.835205
2.165 , -1.6049 , 1.1463934 , 0.85764994 , 0.8430825
2.17 , -1.5888325 , 1.1703644 , 1.0480662 , 0.83065375
2.175 , -1.5883825 , 1.2170578 , 1.2678576 , 0.82801375
2.18 , -1.564985 , 1.3439146 , 2.115055 , 0.80268125
2.185 , -1.5763275 , 1.1152115 , 1.1307351 , 0.82127875
2.19 , -1.570225 , 0.97161006 , 1.0002804 , 0.81512125
2.195 , -1.560365 , 1.5756969 , 2.4782866 , 0.80266
2.2 , -1.53436 , 1.5835547 , 3.1980384 , 0.77254375
2.205 , -1.5285475 , 2.0160148 , 15.219887 , 0.73813625
2.21 , -1.5308425 , 1.3974886 , 2.6712597 , 0.78216125
2.215 , -1.5085625 , 1.2139239 , 3.7065692 , 0.74613375
2.22 , -1.5430225 , 1.2462083 , 1.6296552 , 0.80070625
2.225 , -1.5310325 , 1.082446 , 2.0910321 , 0.78346375
2.23 , -1.5241325 , 1.2824923 , 1.8106928 , 0.78594125
2.235 , -1.507405 , 1.5444521 , 2.8680563 , 0.77408
2.24 , -1.4936025 , 1.2387088 , 2.1889723 , 0.75212125
2.245 , -1.50633 , 1.4128997 , 2.7312501 , 0.7667675
2.25 , -1.4868825 , 1.4749116 , 2.7013111 , 0.75193125
2.255 , -1.431425 , 1.7125994 , 7.37696 , 0.6592375
2.26 , -1.4726875 , 1.6406363 , 7.6370248 , 0.716465
2.265 , -1.47778 , 1.2142303 , 1.9228215 , 0.7523075
2.27 , -1.39469 , 2.8596686 , 29.177585 , 0.5528775
2.275 , -1.42364 , 1.976658 , 24.649469 , 0.6132975
2.28 , -1.4115125 , 2.3103551 , 14.711404 , 0.6321225
2.285 , -1.43488 , 2.8607802 , 17.627638 , 0.66780125
2.29 , -1.43163 , 2.1481758 , 7.9294568 , 0.69838
2.295 , -1.4402275 , 1.5533337 , 4.2355729 , 0.71491125
2.3 , -1.4423025 , 1.5251961 , 3.4428072 , 0.7180175
