T , <E> , Cv , X , <|M|>
2 , -1.7435988 , 0.7716588 , 0.37743438 , 0.910738
2.005 , -1.7424752 , 0.88816111 , 0.43626217 , 0.9105218
2.01 , -1.7406056 , 0.7710343 , 0.39991706 , 0.9093532
2.015 , -1.7369192 , 0.88050103 , 0.43410372 , 0.9078954
2.02 , -1.7293848 , 0.95165045 , 0.58717443 , 0.9034522
2.025 , -1.7232332 , 0.7671908 , 0.42507094 , 0.9002744
2.03 , -1.7222036 , 0.89425355 , 0.62859093 , 0.8994936
2.035 , -1.7167324 , 0.92495547 , 0.53950335 , 0.8982104
2.04 , -1.7169208 , 1.0556689 , 0.75601215 , 0.897661
2.045 , -1.7127692 , 1.0533619 , 0.66807068 , 0.8959568
2.05 , -1.7079416 , 0.91065668 , 0.49395126 , 0.8944152
2.055 , -1.7046564 , 0.91725495 , 0.54854156 , 0.8928138
2.06 , -1.699784 , 1.0915059 , 0.63357441 , 0.8897894
2.065 , -1.6935708 , 1.0515054 , 0.66211465 , 0.8864022
2.07 , -1.694276 , 0.85446098 , 0.48501029 , 0.8880824
2.075 , -1.6876112 , 1.0499698 , 0.70296817 , 0.8839524
2.08 , -1.6880796 , 1.0247453 , 0.61963866 , 0.8843648
2.085 , -1.6752804 , 1.179908 , 0.9166774 , 0.8746358
2.09 , -1.6731312 , 1.0368599 , 0.88590448 , 0.8743304
2.095 , -1.6733952 , 1.0904107 , 0.66224043 , 0.8784176
2.1 , -1.6666232 , 0.9892552 , 0.70693365 , 0.8727038
2.105 , -1.6586692 , 1.1940902 , 1.15569 , 0.8672196
2.11 , -1.6563788 , 1.0354873 , 0.93577123 , 0.8667138
2.115 , -1.6491724 , 1.2670269 , 1.0923293 , 0.8619394
2.12 , -1.6414764 , 1.207913 , 0.9997842 , 0.8576692
2.125 , -1.6425972 , 1.0916187 , 0.93932942 , 0.8598958
2.13 , -1.6332512 , 1.1746105 , 1.307788 , 0.849639
2.135 , -1.6249684 , 1.4815408 , 1.6948317 , 0.8455008
2.14 , -1.619608 , 1.3995981 , 1.971763 , 0.8396702
2.145 , -1.6143436 , 1.4532376 , 2.0127762 , 0.8383572
2.15 , -1.6140196 , 1.5719434 , 1.5800423 , 0.8426596
2.155 , -1.6102524 , 1.4622064 , 1.6010336 , 0.8401264
2.16 , -1.6026492 , 1.4226327 , 1.7145317 , 0.8344684
2.165 , -1.5973796 , 1.5303941 , 1.6420176 , 0.8325834
2.17 , -1.5859892 , 1.1640291 , 1.6327992 , 0.8176652
2.175 , -1.5840792 , 1.7685169 , 2.273464 , 0.8181962
2.18 , -1.5769344 , 1.7777241 , 3.6632421 , 0.8074728
2.185 , -1.5723144 , 1.4877181 , 2.3890078 , 0.8077994
2.19 , -1.5653608 , 1.5251113 , 2.1872752 , 0.803233
2.195 , -1.563 , 1.6507451 , 2.0558333 , 0.8038728
2.2 , -1.5541912 , 1.8685817 , 3.6419453 , 0.7942288
2.205 , -1.5405464 , 1.8818951 , 4.8246482 , 0.7775846
2.21 , -1.5391356 , 1.7173863 , 2.3917971 , 0.7860244
2.215 , -1.5148852 , 2.5273145 , 11.329699 , 0.7398744
2.22 , -1.5156168 , 2.1641575 , 4.6473795 , 0.7566226
2.225 , -1.5070644 , 2.4550203 , 8.7939593 , 0.7392286
2.23 , -1.507596 , 2.2292222 , 4.8923023 , 0.7527666
2.235 , -1.5000732 , 2.4521721 , 7.8984805 , 0.7417024
2.24 , -1.4789784 , 2.6523926 , 10.616849 , 0.7058656
2.245 , -1.4887944 , 2.2006328 , 5.5665371 , 0.7427878
2.25 , -1.4767696 , 2.4153658 , 7.8746113 , 0.711708
2.255 , -1.4676372 , 2.6278436 , 12.413463 , 0.6975962
2.26 , -1.466076 , 2.4688937 , 8.3566394 , 0.7076072
2.265 , -1.4457356 , 2.8463376 , 19.390062 , 0.6705594
2.27 , -1.4403572 , 2.9806345 , 13.836752 , 0.6647666
2.275 , -1.426106 , 3.07444 , 23.390767 , 0.6382584
2.28 , -1.4288184 , 2.8631277 , 10.020598 , 0.6700842
2.285 , -1.4284364 , 2.3878218 , 8.6333144 , 0.6731462
2.29 , -1.4091896 , 3.1176313 , 12.29181 , 0.6329262
2.295 , -1.4007316 , 4.0644096 , 48.873166 , 0.6045114
2.3 , -1.3876528 , 2.9234355 , 17.86651 , 0.6064364
