t, rx, ry, rz
0.26006022, -0.051333939, 1.028193, 0
0.2627977, -0.068503463, 1.0277846, 0
0.26553518, -0.085659068, 1.0270974, 0
0.26827265, -0.10279613, 1.026132, 0
0.27101013, -0.11991004, 1.024889, 0
0.2737476, -0.13699623, 1.0233693, 0
0.27648508, -0.15405013, 1.0215736, 0
0.27922256, -0.17106721, 1.0195028, 0
0.28196003, -0.18804296, 1.017158, 0
0.28469751, -0.2049729, 1.0145401, 0
0.28743498, -0.22185257, 1.0116503, 0
0.29017246, -0.23867755, 1.0084899, 0
0.29290994, -0.25544346, 1.0050601, 0
0.29564741, -0.27214593, 1.0013622, 0
0.29838489, -0.28878063, 0.99739767, 0
0.30112237, -0.30534328, 0.99316803, 0
0.30385984, -0.32182962, 0.98867483, 0
0.30659732, -0.33823543, 0.98391971, 0
0.30933479, -0.35455653, 0.97890436, 0
0.31207227, -0.37078879, 0.97363056, 0
0.31480975, -0.3869281, 0.96810015, 0
0.31754722, -0.40297042, 0.96231503, 0
0.3202847, -0.41891171, 0.95627716, 0
0.32302217, -0.43474802, 0.94998859, 0
0.32575965, -0.45047542, 0.9434514, 0
0.32849713, -0.46609003, 0.93666774, 0
0.3312346, -0.48158802, 0.92963984, 0
0.33397208, -0.4969656, 0.92236996, 0
0.33670955, -0.51221904, 0.91486043, 0
0.33944703, -0.52734464, 0.90711366, 0
0.34218451, -0.54233878, 0.89913207, 0
0.34492198, -0.55719786, 0.89091816, 0
0.34765946, -0.57191835, 0.8824745, 0
0.35039693, -0.58649678, 0.87380369, 0
0.35313441, -0.60092972, 0.86490837, 0
0.35587189, -0.61521378, 0.85579125, 0
0.35860936, -0.62934566, 0.8464551, 0
0.36134684, -0.64332208, 0.83690271, 0
0.36408431, -0.65713985, 0.82713692, 0
0.36682179, -0.67079581, 0.81716063, 0
0.36955927, -0.68428686, 0.80697679, 0
0.37229674, -0.69760998, 0.79658836, 0
0.37503422, -0.71076217, 0.78599837, 0
0.37777169, -0.72374054, 0.77520987, 0
0.38050917, -0.7365422, 0.76422598, 0
0.38324665, -0.74916437, 0.75304982, 0
0.38598412, -0.7616043, 0.74168458, 0
0.3887216, -0.77385931, 0.73013345, 0
0.39145907, -0.78592678, 0.7183997, 0
0.39419655, -0.79780415, 0.70648658, 0
0.39693403, -0.80948892, 0.69439742, 0
0.3996715, -0.82097866, 0.68213554, 0
0.40240898, -0.83227099, 0.66970433, 0
0.40514645, -0.8433636, 0.65710716, 0
0.40788393, -0.85425423, 0.64434748, 0
0.41062141, -0.8649407, 0.63142872, 0
0.41335888, -0.87542089, 0.61835436, 0
0.41609636, -0.88569271, 0.6051279, 0
0.41883384, -0.89575419, 0.59175286, 0
0.42157131, -0.90560337, 0.57823277, 0
0.42430879, -0.91523837, 0.56457119, 0
0.42704626, -0.92465739, 0.5507717, 0
0.42978374, -0.93385868, 0.53683791, 0
0.43252122, -0.94284054, 0.52277341, 0
0.43525869, -0.95160135, 0.50858184, 0
0.43799617, -0.96013954, 0.49426683, 0
0.44073364, -0.96845362, 0.47983205, 0
0.44347112, -0.97654214, 0.46528116, 0
0.4462086, -0.98440373, 0.45061782, 0
0.44894607, -0.99203707, 0.43584574, 0
0.45168355, -0.99944091, 0.42096861, 0
0.45442102, -1.0066141, 0.40599012, 0
0.4571585, -1.0135554, 0.39091398, 0
0.45989598, -1.0202638, 0.37574392, 0
0.46263345, -1.0267384, 0.36048364, 0
0.46537093, -1.0329781, 0.34513688, 0
0.4681084, -1.038982, 0.32970735, 0
0.47084588, -1.0447495, 0.31419879, 0
0.47358336, -1.0502795, 0.29861491, 0
0.47632083, -1.0555716, 0.28295945, 0
0.47905831, -1.060625, 0.26723613, 0
0.48179578, -1.0654391, 0.25144867, 0
0.48453326, -1.0700134, 0.23560079, 0
0.48727074, -1.0743475, 0.21969621, 0
0.49000821, -1.0784409, 0.20373863, 0
0.49274569, -1.0822932, 0.18773176, 0
0.49548316, -1.0859042, 0.1716793, 0
0.49822064, -1.0892736, 0.15558494, 0
0.50095812, -1.0924013, 0.13945235, 0
0.50369559, -1.0952871, 0.12328521, 0
0.50643307, -1.0979308, 0.10708719, 0
0.50917054, -1.1003326, 0.09086192, 0
0.51190802, -1.1024925, 0.074613054, 0
0.5146455, -1.1044104, 0.058344216, 0
0.51738297, -1.1060867, 0.042059018, 0
0.52012045, -1.1075214, 0.02576106, 0
0.52285792, -1.1087148, 0.0094539267, 0
0.5255954, -1.1096672, -0.006858812, 0
0.52833288, -1.110379, -0.023173603, 0
0.53107035, -1.1108505, -0.039486908, 0
0.53380783, -1.1110822, -0.05579521, 0
0.53654531, -1.1110747, -0.072095005, 0
0.53928278, -1.1108284, -0.088382811, 0
0.54202026, -1.1103439, -0.10465517, 0
0.54475773, -1.109622, -0.12090862, 0
0.54749521, -1.1086633, -0.13713976, 0
0.55023269, -1.1074685, -0.15334518, 0
0.55297016, -1.1060384, -0.16952149, 0
0.55570764, -1.1043739, -0.18566534, 0
0.55844511, -1.1024758, -0.2017734, 0
0.56118259, -1.1003452, -0.21784234, 0
0.56392007, -1.0979828, -0.23386889, 0
0.56665754, -1.0953898, -0.24984977, 0
0.56939502, -1.0925672, -0.26578175, 0
0.57213249, -1.0895161, -0.28166161, 0
0.57486997, -1.0862376, -0.29748616, 0
0.57760745, -1.082733, -0.31325224, 0
0.58034492, -1.0790034, -0.32895672, 0
0.5830824, -1.0750501, -0.34459647, 0
0.58581987, -1.0708744, -0.36016843, 0
0.58855735, -1.0664777, -0.37566953, 0
0.59129483, -1.0618613, -0.39109674, 0
0.5940323, -1.0570266, -0.40644708, 0
0.59676978, -1.0519752, -0.42171757, 0
0.59950725, -1.0467084, -0.43690527, 0
0.60224473, -1.0412279, -0.45200727, 0
0.60498221, -1.0355351, -0.46702068, 0
0.60771968, -1.0296318, -0.48194267, 0
0.61045716, -1.0235194, -0.4967704, 0
0.61319463, -1.0171997, -0.51150109, 0
0.61593211, -1.0106744, -0.52613199, 0
0.61866959, -1.0039453, -0.54066035, 0
0.62140706, -0.99701395, -0.5550835, 0
0.62414454, -0.98988231, -0.56939876, 0
0.62688201, -0.98255216, -0.58360351, 0
0.62961949, -0.97502537, -0.59769514, 0
0.63235697, -0.96730382, -0.61167109, 0
0.63509444, -0.95938942, -0.62552882, 0
0.63783192, -0.95128412, -0.63926584, 0
0.6405694, -0.9429899, -0.65287968, 0
0.64330687, -0.93450874, -0.6663679, 0
0.64604435, -0.92584269, -0.6797281, 0
0.64878182, -0.91699379, -0.69295792, 0
0.6515193, -0.90796411, -0.70605503, 0
0.65425678, -0.89875578, -0.71901712, 0
0.65699425, -0.88937091, -0.73184193, 0
0.65973173, -0.87981165, -0.74452724, 0
0.6624692, -0.87008019, -0.75707084, 0
0.66520668, -0.86017873, -0.76947058, 0
0.66794416, -0.85010948, -0.78172432, 0
0.67068163, -0.83987469, -0.79382999, 0
0.67341911, -0.82947664, -0.80578552, 0
0.67615658, -0.8189176, -0.81758889, 0
0.67889406, -0.80819988, -0.82923811, 0
0.68163154, -0.79732582, -0.84073125, 0
0.68436901, -0.78629775, -0.85206637, 0
0.68710649, -0.77511806, -0.8632416, 0
0.68984396, -0.76378911, -0.8742551, 0
0.69258144, -0.75231331, -0.88510506, 0
0.69531892, -0.74069309, -0.89578971, 0
0.69805639, -0.72893089, -0.9063073, 0
0.70079387, -0.71702914, -0.91665614, 0
0.70353134, -0.70499033, -0.92683456, 0
0.70626882, -0.69281694, -0.93684094, 0
0.7090063, -0.68051147, -0.94667367, 0
0.71174377, -0.66807643, -0.9563312, 0
0.71448125, -0.65551436, -0.965812, 0
0.71721872, -0.64282779, -0.9751146, 0
0.7199562, -0.63001929, -0.98423753, 0
0.72269368, -0.61709141, -0.99317939, 0
0.72543115, -0.60404675, -1.0019388, 0
0.72816863, -0.59088788, -1.0105144, 0
0.7309061, -0.57761742, -1.0189049, 0
0.73364358, -0.56423798, -1.0271091, 0
0.73638106, -0.55075219, -1.0351256, 0
0.73911853, -0.53716267, -1.0429533, 0
0.74185601, -0.52347208, -1.050591, 0
0.74459348, -0.50968306, -1.0580377, 0
0.74733096, -0.49579829, -1.0652921, 0
0.75006844, -0.48182042, -1.0723534, 0
0.75280591, -0.46775213, -1.0792203, 0
0.75554339, -0.45359612, -1.085892, 0
0.75828087, -0.43935508, -1.0923675, 0
0.76101834, -0.42503169, -1.0986459, 0
0.76375582, -0.41062868, -1.1047263, 0
0.76649329, -0.39614874, -1.1106078, 0
0.76923077, -0.38159459, -1.1162897, 0
0.77196825, -0.36696896, -1.1217712, 0
0.77470572, -0.35227457, -1.1270516, 0
0.7774432, -0.33751415, -1.1321301, 0
0.78018067, -0.32269043, -1.1370061, 0
0.78291815, -0.30780615, -1.141679, 0
0.78565563, -0.29286405, -1.1461481, 0
0.7883931, -0.27786687, -1.150413, 0
0.79113058, -0.26281735, -1.154473, 0
0.79386805, -0.24771824, -1.1583277, 0
0.79660553, -0.23257229, -1.1619766, 0
0.79934301, -0.21738224, -1.1654193, 0
0.80208048, -0.20215085, -1.1686555, 0
0.80481796, -0.18688086, -1.1716847, 0
0.80755543, -0.17157502, -1.1745067, 0
0.81029291, -0.15623608, -1.1771212, 0
0.81303039, -0.14086679, -1.1795279, 0
0.81576786, -0.12546989, -1.1817266, 0
0.81850534, -0.11004813, -1.1837171, 0
0.82124281, -0.094604253, -1.1854994, 0
0.82398029, -0.079140999, -1.1870731, 0
0.82671777, -0.063661106, -1.1884384, 0
0.82945524, -0.048167309, -1.1895951, 0
0.83219272, -0.032662339, -1.1905433, 0
0.83493019, -0.017148926, -1.1912829, 0
0.83766767, -0.0016297927, -1.1918141, 0
0.84040515, 0.01389234, -1.1921368, 0
0.84314262, 0.029414758, -1.1922513, 0
0.8458801, 0.044934751, -1.1921576, 0
0.84861757, 0.060449614, -1.191856, 0
0.85135505, 0.075956647, -1.1913467, 0
0.85409253, 0.091453158, -1.1906299, 0
0.85683, 0.10693646, -1.1897059, 0
0.85956748, 0.12240387, -1.1885751, 0
0.86230495, 0.13785272, -1.1872378, 0
0.86504243, 0.15328035, -1.1856943, 0
0.86777991, 0.16868409, -1.1839452, 0
0.87051738, 0.18406129, -1.1819907, 0
0.87325486, 0.19940931, -1.1798315, 0
0.87599234, 0.21472553, -1.177468, 0
0.87872981, 0.2300073, -1.1749008, 0
0.88146729, 0.24525203, -1.1721304, 0
0.88420476, 0.26045711, -1.1691574, 0
0.88694224, 0.27561993, -1.1659825, 0
0.88967972, 0.29073792, -1.1626064, 0
0.89241719, 0.3058085, -1.1590297, 0
0.89515467, 0.3208291, -1.1552531, 0
0.89789214, 0.33579718, -1.1512775, 0
0.90062962, 0.35071018, -1.1471035, 0
0.9033671, 0.36556559, -1.1427321, 0
0.90610457, 0.38036089, -1.1381641, 0
0.90884205, 0.39509356, -1.1334003, 0
0.91157952, 0.40976112, -1.1284417, 0
0.914317, 0.42436108, -1.1232892, 0
0.91705448, 0.43889099, -1.1179437, 0
0.91979195, 0.45334838, -1.1124063, 0
0.92252943, 0.46773083, -1.106678, 0
0.9252669, 0.48203589, -1.1007598, 0
0.92800438, 0.49626117, -1.0946529, 0
0.93074186, 0.51040427, -1.0883582, 0
0.93347933, 0.52446281, -1.0818771, 0
0.93621681, 0.53843442, -1.0752106, 0
0.93895428, 0.55231675, -1.0683599, 0
0.94169176, 0.56610748, -1.0613263, 0
0.94442924, 0.57980427, -1.054111, 0
0.94716671, 0.59340484, -1.0467153, 0
0.94990419, 0.60690689, -1.0391405, 0
0.95264166, 0.62030816, -1.0313879, 0
0.95537914, 0.6336064, -1.0234589, 0
0.95811662, 0.64679939, -1.0153549, 0
0.96085409, 0.65988489, -1.0070773, 0
0.96359157, 0.67286072, -0.99862752, 0
0.96632904, 0.68572471, -0.99000705, 0
0.96906652, 0.69847468, -0.98121738, 0
0.971804, 0.71110851, -0.97226002, 0
0.97454147, 0.72362408, -0.96313651, 0
0.97727895, 0.73601927, -0.95384844, 0
0.98001642, 0.74829201, -0.94439739, 0
0.9827539, 0.76044025, -0.93478497, 0
0.98549138, 0.77246194, -0.92501285, 0
0.98822885, 0.78435506, -0.91508268, 0
0.99096633, 0.79611761, -0.90499616, 0
0.99370381, 0.80774762, -0.894755, 0
0.99644128, 0.81924313, -0.88436095, 0
0.99917876, 0.8306022, -0.87381577, 0
1.0019162, 0.84182294, -0.86312125, 0
1.0046537, 0.85290343, -0.85227921, 0
1.0073912, 0.86384183, -0.84129146, 0
1.0101287, 0.87463629, -0.83015988, 0
1.0128661, 0.88528498, -0.81888634, 0
1.0156036, 0.89578611, -0.80747274, 0
1.0183411, 0.9061379, -0.79592101, 0
1.0210786, 0.91633862, -0.78423309, 0
1.023816, 0.92638652, -0.77241094, 0
1.0265535, 0.93627991, -0.76045656, 0
1.029291, 0.94601711, -0.74837196, 0
1.0320285, 0.95559648, -0.73615915, 0
1.0347659, 0.96501639, -0.7238202, 0
1.0375034, 0.97427523, -0.71135718, 0
1.0402409, 0.98337143, -0.69877216, 0
1.0429784, 0.99230345, -0.68606726, 0
1.0457158, 1.0010698, -0.67324461, 0
1.0484533, 1.0096688, -0.66030636, 0
1.0511908, 1.0180993, -0.64725467, 0
1.0539283, 1.0263596, -0.63409172, 0
1.0566658, 1.0344484, -0.62081973, 0
1.0594032, 1.0423642, -0.6074409, 0
1.0621407, 1.0501058, -0.59395747, 0
1.0648782, 1.0576717, -0.58037171, 0
1.0676157, 1.0650608, -0.56668588, 0
1.0703531, 1.0722716, -0.55290227, 0
1.0730906, 1.079303, -0.53902319, 0
1.0758281, 1.0861538, -0.52505095, 0
1.0785656, 1.0928227, -0.51098789, 0
1.081303, 1.0993085, -0.49683636, 0
1.0840405, 1.1056103, -0.48259874, 0
1.086778, 1.1117268, -0.46827739, 0
1.0895155, 1.117657, -0.45387471, 0
1.0922529, 1.1233998, -0.43939312, 0
1.0949904, 1.1289543, -0.42483504, 0
1.0977279, 1.1343194, -0.41020289, 0
1.1004654, 1.1394942, -0.39549914, 0
1.1032028, 1.1444778, -0.38072623, 0
1.1059403, 1.1492693, -0.36588665, 0
1.1086778, 1.1538679, -0.35098288, 0
1.1114153, 1.1582726, -0.33601741, 0
1.1141528, 1.1624828, -0.32099276, 0
1.1168902, 1.1664976, -0.30591143, 0
1.1196277, 1.1703164, -0.29077597, 0
1.1223652, 1.1739384, -0.2755889, 0
1.1251027, 1.1773629, -0.26035277, 0
1.1278401, 1.1805894, -0.24507015, 0
1.1305776, 1.1836172, -0.2297436, 0
1.1333151, 1.1864457, -0.21437568, 0
1.1360526, 1.1890745, -0.19896899, 0
1.13879, 1.191503, -0.18352611, 0
1.1415275, 1.1937308, -0.16804964, 0
1.144265, 1.1957573, -0.15254218, 0
1.1470025, 1.1975823, -0.13700634, 0
1.1497399, 1.1992053, -0.12144474, 0
1.1524774, 1.2006261, -0.10585999, 0
1.1552149, 1.2018442, -0.09025473, 0
1.1579524, 1.2028595, -0.074631582, 0
1.1606898, 1.2036717, -0.058993182, 0
1.1634273, 1.2042806, -0.043342168, 0
1.1661648, 1.204686, -0.027681183, 0
1.1689023, 1.2048878, -0.01201287, 0
1.1716397, 1.204886, 0.0036601229, 0
1.1743772, 1.2046803, 0.019335147, 0
1.1771147, 1.204271, 0.035009553, 0
1.1798522, 1.2036578, 0.050680688, 0
1.1825897, 1.2028409, 0.0663459, 0
1.1853271, 1.2018203, 0.082002537, 0
1.1880646, 1.2005962, 0.097647946, 0
1.1908021, 1.1991687, 0.11327948, 0
1.1935396, 1.197538, 0.12889448, 0
1.196277, 1.1957043, 0.14449031, 0
1.1990145, 1.1936678, 0.16006431, 0
1.201752, 1.1914288, 0.17561384, 0
1.2044895, 1.1889877, 0.19113627, 0
1.2072269, 1.1863448, 0.20662895, 0
1.2099644, 1.1835004, 0.22208926, 0
1.2127019, 1.1804551, 0.23751455, 0
1.2154394, 1.1772093, 0.25290222, 0
1.2181768, 1.1737634, 0.26824964, 0
1.2209143, 1.170118, 0.2835542, 0
1.2236518, 1.1662736, 0.29881329, 0
1.2263893, 1.1622309, 0.31402431, 0
1.2291267, 1.1579905, 0.32918468, 0
1.2318642, 1.1535531, 0.34429181, 0
1.2346017, 1.1489193, 0.35934312, 0
1.2373392, 1.1440899, 0.37433605, 0
1.2400766, 1.1390656, 0.38926804, 0
1.2428141, 1.1338473, 0.40413654, 0
1.2455516, 1.1284358, 0.41893902, 0
1.2482891, 1.122832, 0.43367294, 0
1.2510266, 1.1170368, 0.4483358, 0
1.253764, 1.111051, 0.46292509, 0
1.2565015, 1.1048758, 0.47743832, 0
1.259239, 1.0985121, 0.49187301, 0
1.2619765, 1.0919609, 0.50622669, 0
1.2647139, 1.0852233, 0.52049692, 0
1.2674514, 1.0783005, 0.53468126, 0
1.2701889, 1.0711935, 0.54877727, 0
1.2729264, 1.0639035, 0.56278256, 0
1.2756638, 1.0564318, 0.57669474, 0
1.2784013, 1.0487796, 0.59051142, 0
1.2811388, 1.0409481, 0.60423025, 0
1.2838763, 1.0329386, 0.61784889, 0
1.2866137, 1.0247526, 0.631365, 0
1.2893512, 1.0163912, 0.64477629, 0
1.2920887, 1.0078561, 0.65808046, 0
1.2948262, 0.99914846, 0.67127524, 0
1.2975636, 0.99026988, 0.68435839, 0
1.3003011, 0.98122181, 0.69732767, 0
1.3030386, 0.97200578, 0.71018087, 0
1.3057761, 0.96262333, 0.7229158, 0
1.3085136, 0.95307605, 0.7355303, 0
1.311251, 0.94336553, 0.74802222, 0
1.3139885, 0.93349343, 0.76038942, 0
1.316726, 0.92346139, 0.77262981, 0
1.3194635, 0.91327112, 0.78474132, 0
1.3222009, 0.90292434, 0.79672187, 0
1.3249384, 0.89242279, 0.80856945, 0
1.3276759, 0.88176827, 0.82028203, 0
1.3304134, 0.87096257, 0.83185764, 0
1.3331508, 0.86000752, 0.84329432, 0
1.3358883, 0.84890498, 0.85459014, 0
1.3386258, 0.83765684, 0.86574318, 0
1.3413633, 0.82626501, 0.87675157, 0
1.3441007, 0.81473142, 0.88761344, 0
1.3468382, 0.80305804, 0.89832698, 0
1.3495757, 0.79124684, 0.90889038, 0
1.3523132, 0.77929984, 0.91930187, 0
1.3550506, 0.76721908, 0.9295597, 0
1.3577881, 0.7550066, 0.93966216, 0
1.3605256, 0.74266449, 0.94960755, 0
1.3632631, 0.73019485, 0.95939422, 0
1.3660005, 0.7175998, 0.96902055, 0
1.368738, 0.7048815, 0.97848492, 0
1.3714755, 0.6920421, 0.98778578, 0
1.374213, 0.6790838, 0.99692157, 0
1.3769505, 0.66600879, 1.0058908, 0
1.3796879, 0.65281933, 1.014692, 0
1.3824254, 0.63951764, 1.0233237, 0
1.3851629, 0.62610599, 1.0317845, 0
1.3879004, 0.61258668, 1.040073, 0
1.3906378, 0.598962, 1.0481878, 0
1.3933753, 0.58523427, 1.0561277, 0
1.3961128, 0.57140583, 1.0638914, 0
1.3988503, 0.55747904, 1.0714776, 0
1.4015877, 0.54345627, 1.078885, 0
1.4043252, 0.52933989, 1.0861126, 0
1.4070627, 0.51513232, 1.0931591, 0
1.4098002, 0.50083596, 1.1000235, 0
1.4125376, 0.48645324, 1.1067045, 0
1.4152751, 0.47198662, 1.1132013, 0
1.4180126, 0.45743853, 1.1195128, 0
1.4207501, 0.44281145, 1.1256379, 0
1.4234875, 0.42810787, 1.1315759, 0
1.426225, 0.41333026, 1.1373256, 0
1.4289625, 0.39848114, 1.1428863, 0
1.4317, 0.383563, 1.1482571, 0
1.4344374, 0.36857839, 1.1534373, 0
1.4371749, 0.35352982, 1.158426, 0
1.4399124, 0.33841983, 1.1632225, 0
1.4426499, 0.32325098, 1.1678261, 0
1.4453874, 0.30802582, 1.1722361, 0
1.4481248, 0.2927469, 1.176452, 0
1.4508623, 0.27741681, 1.1804731, 0
1.4535998, 0.26203811, 1.1842989, 0
1.4563373, 0.24661338, 1.1879288, 0
1.4590747, 0.23114522, 1.1913623, 0
1.4618122, 0.2156362, 1.1945991, 0
1.4645497, 0.20008892, 1.1976387, 0
1.4672872, 0.18450597, 1.2004807, 0
1.4700246, 0.16888996, 1.2031248, 0
1.4727621, 0.15324349, 1.2055707, 0
1.4754996, 0.13756915, 1.2078181, 0
1.4782371, 0.12186956, 1.2098668, 0
1.4809745, 0.10614731, 1.2117166, 0
1.483712, 0.090405002, 1.2133673, 0
1.4864495, 0.074645249, 1.2148188, 0
1.489187, 0.058870647, 1.216071, 0
1.4919244, 0.043083798, 1.2171239, 0
1.4946619, 0.027287297, 1.2179774, 0
1.4973994, 0.011483741, 1.2186316, 0
1.5001369, -0.0043242796, 1.2190865, 0
1.5028743, -0.020134177, 1.2193423, 0
1.5056118, -0.035943369, 1.219399, 0
1.5083493, -0.051749277, 1.2192568, 0
1.5110868, -0.067549327, 1.2189159, 0
1.5138243, -0.083340954, 1.2183765, 0
1.5165617, -0.099121596, 1.2176389, 0
1.5192992, -0.1148887, 1.2167034, 0
1.5220367, -0.13063972, 1.2155703, 0
1.5247742, -0.14637212, 1.21424, 0
1.5275116, -0.16208338, 1.212713, 0
1.5302491, -0.17777096, 1.2109896, 0
1.5329866, -0.19343236, 1.2090702, 0
1.5357241, -0.20906507, 1.2069555, 0
1.5384615, -0.22466662, 1.204646, 0
1.541199, -0.24023451, 1.2021422, 0
1.5439365, -0.25576628, 1.1994447, 0
1.546674, -0.27125948, 1.1965542, 0
1.5494114, -0.28671166, 1.1934713, 0
1.5521489, -0.30212038, 1.1901967, 0
1.5548864, -0.31748324, 1.1867312, 0
1.5576239, -0.33279782, 1.1830755, 0
1.5603613, -0.34806174, 1.1792305, 0
1.5630988, -0.36327263, 1.1751969, 0
1.5658363, -0.37842811, 1.1709756, 0
1.5685738, -0.39352585, 1.1665675, 0
1.5713113, -0.40856351, 1.1619735, 0
1.5740487, -0.42353879, 1.1571946, 0
1.5767862, -0.43844938, 1.1522317, 0
1.5795237, -0.45329301, 1.1470859, 0
1.5822612, -0.46806741, 1.1417581, 0
1.5849986, -0.48277034, 1.1362495, 0
1.5877361, -0.49739958, 1.1305611, 0
1.5904736, -0.51195291, 1.124694, 0
1.5932111, -0.52642815, 1.1186495, 0
1.5959485, -0.54082313, 1.1124286, 0
1.598686, -0.55513569, 1.1060326, 0
1.6014235, -0.5693637, 1.0994627, 0
1.604161, -0.58350507, 1.0927201, 0
1.6068984, -0.59755768, 1.0858062, 0
1.6096359, -0.61151949, 1.0787222, 0
1.6123734, -0.62538843, 1.0714695, 0
1.6151109, -0.63916249, 1.0640494, 0
1.6178483, -0.65283966, 1.0564633, 0
1.6205858, -0.66641795, 1.0487126, 0
1.6233233, -0.67989541, 1.0407987, 0
1.6260608, -0.69327009, 1.0327231, 0
1.6287982, -0.70654009, 1.0244873, 0
1.6315357, -0.71970351, 1.0160926, 0
1.6342732, -0.73275849, 1.0075408, 0
1.6370107, -0.74570317, 0.99883318, 0
1.6397482, -0.75853574, 0.98997144, 0
1.6424856, -0.77125441, 0.98095713, 0
1.6452231, -0.78385739, 0.97179183, 0
1.6479606, -0.79634294, 0.96247718, 0
1.6506981, -0.80870934, 0.95301481, 0
1.6534355, -0.82095488, 0.94340637, 0
1.656173, -0.8330779, 0.93365355, 0
1.6589105, -0.84507674, 0.92375802, 0
1.661648, -0.85694979, 0.91372152, 0
1.6643854, -0.86869544, 0.90354575, 0
1.6671229, -0.88031213, 0.89323248, 0
1.6698604, -0.8917983, 0.88278346, 0
1.6725979, -0.90315244, 0.87220047, 0
1.6753353, -0.91437306, 0.8614853, 0
1.6780728, -0.92545868, 0.85063976, 0
1.6808103, -0.93640786, 0.83966568, 0
1.6835478, -0.9472192, 0.82856489, 0
1.6862852, -0.95789129, 0.81733926, 0
1.6890227, -0.96842279, 0.80599063, 0
1.6917602, -0.97881236, 0.7945209, 0
1.6944977, -0.98905868, 0.78293195, 0
1.6972351, -0.99916048, 0.77122568, 0
1.6999726, -1.0091165, 0.75940403, 0
1.7027101, -1.0189255, 0.7474689, 0
1.7054476, -1.0285863, 0.73542225, 0
1.7081851, -1.0380978, 0.72326601, 0
1.7109225, -1.0474587, 0.71100216, 0
1.71366, -1.056668, 0.69863266, 0
1.7163975, -1.0657245, 0.68615948, 0
1.719135, -1.0746273, 0.67358463, 0
1.7218724, -1.0833752, 0.66091009, 0
1.7246099, -1.0919673, 0.64813787, 0
1.7273474, -1.1004026, 0.63526998, 0
1.7300849, -1.1086801, 0.62230844, 0
1.7328223, -1.1167989, 0.60925529, 0
1.7355598, -1.1247581, 0.59611256, 0
1.7382973, -1.1325569, 0.58288228, 0
1.7410348, -1.1401943, 0.56956651, 0
1.7437722, -1.1476696, 0.5561673, 0
1.7465097, -1.154982, 0.5426867, 0
1.7492472, -1.1621306, 0.52912677, 0
1.7519847, -1.1691149, 0.51548959, 0
1.7547221, -1.175934, 0.50177723, 0
1.7574596, -1.1825874, 0.48799176, 0
1.7601971, -1.1890742, 0.47413525, 0
1.7629346, -1.195394, 0.46020979, 0
1.7656721, -1.2015461, 0.44621747, 0
1.7684095, -1.2075299, 0.43216037, 0
1.771147, -1.2133448, 0.41804057, 0
1.7738845, -1.2189905, 0.40386017, 0
1.776622, -1.2244663, 0.38962125, 0
1.7793594, -1.2297718, 0.37532592, 0
1.7820969, -1.2349066, 0.36097625, 0
1.7848344, -1.2398702, 0.34657435, 0
1.7875719, -1.2446623, 0.3321223, 0
1.7903093, -1.2492824, 0.3176222, 0
1.7930468, -1.2537304, 0.30307614, 0
1.7957843, -1.2580057, 0.28848621, 0
1.7985218, -1.2621082, 0.27385449, 0
1.8012592, -1.2660376, 0.25918308, 0
1.8039967, -1.2697937, 0.24447405, 0
1.8067342, -1.2733762, 0.2297295, 0
1.8094717, -1.276785, 0.2149515, 0
1.8122091, -1.2800199, 0.20014212, 0
1.8149466, -1.2830808, 0.18530345, 0
1.8176841, -1.2859675, 0.17043755, 0
1.8204216, -1.28868, 0.15554649, 0
1.823159, -1.2912182, 0.14063233, 0
1.8258965, -1.2935821, 0.12569713, 0
1.828634, -1.2957717, 0.11074294, 0
1.8313715, -1.297787, 0.095771809, 0
1.834109, -1.2996279, 0.080785786, 0
1.8368464, -1.3012947, 0.065786906, 0
1.8395839, -1.3027873, 0.050777201, 0
1.8423214, -1.3041058, 0.035758697, 0
1.8450589, -1.3052505, 0.020733415, 0
1.8477963, -1.3062213, 0.0057033689, 0
1.8505338, -1.3070186, -0.0093294348, 0
1.8532713, -1.3076426, -0.024362996, 0
1.8560088, -1.3080933, -0.03939532, 0
1.8587462, -1.3083711, -0.054424423, 0
1.8614837, -1.3084763, -0.069448326, 0
1.8642212, -1.3084091, -0.084465059, 0
1.8669587, -1.3081698, -0.099472659, 0
1.8696961, -1.3077588, -0.11446917, 0
1.8724336, -1.3071764, -0.12945265, 0
1.8751711, -1.306423, -0.14442117, 0
1.8779086, -1.305499, -0.15937278, 0
1.880646, -1.3044047, -0.17430558, 0
1.8833835, -1.3031407, -0.18921765, 0
1.886121, -1.3017074, -0.2041071, 0
1.8888585, -1.3001052, -0.21897203, 0
1.8915959, -1.2983347, -0.23381057, 0
1.8943334, -1.2963963, -0.24862084, 0
1.8970709, -1.2942906, -0.26340097, 0
1.8998084, -1.2920182, -0.27814913, 0
1.9025459, -1.2895796, -0.29286348, 0
1.9052833, -1.2869755, -0.30754217, 0
1.9080208, -1.2842063, -0.3221834, 0
1.9107583, -1.2812729, -0.33678536, 0
1.9134958, -1.2781757, -0.35134626, 0
1.9162332, -1.2749155, -0.3658643, 0
1.9189707, -1.271493, -0.38033771, 0
1.9217082, -1.2679088, -0.39476474, 0
1.9244457, -1.2641637, -0.40914364, 0
1.9271831, -1.2602585, -0.42347266, 0
1.9299206, -1.2561938, -0.43775009, 0
