rx , ry , rz
-0.31215 , 0.941628 , 0
-0.328544 , 0.936085 , 0
-0.344839 , 0.930261 , 0
-0.36103 , 0.924155 , 0
-0.377112 , 0.917771 , 0
-0.39308 , 0.91111 , 0
-0.40893 , 0.904174 , 0
-0.424656 , 0.896965 , 0
-0.440255 , 0.889486 , 0
-0.45572 , 0.881739 , 0
-0.471048 , 0.873726 , 0
-0.486235 , 0.865449 , 0
-0.501274 , 0.856912 , 0
-0.516163 , 0.848117 , 0
-0.530896 , 0.839066 , 0
-0.54547 , 0.829763 , 0
-0.559879 , 0.82021 , 0
-0.57412 , 0.810411 , 0
-0.588188 , 0.800367 , 0
-0.602079 , 0.790083 , 0
-0.61579 , 0.779561 , 0
-0.629315 , 0.768805 , 0
-0.642651 , 0.757817 , 0
-0.655794 , 0.746603 , 0
-0.66874 , 0.735164 , 0
-0.681485 , 0.723504 , 0
-0.694025 , 0.711627 , 0
-0.706358 , 0.699536 , 0
-0.718478 , 0.687236 , 0
-0.730383 , 0.674729 , 0
-0.742069 , 0.662021 , 0
-0.753533 , 0.649114 , 0
-0.764771 , 0.636012 , 0
-0.77578 , 0.62272 , 0
-0.786557 , 0.609242 , 0
-0.797098 , 0.595581 , 0
-0.807401 , 0.581742 , 0
-0.817462 , 0.567729 , 0
-0.827279 , 0.553546 , 0
-0.836849 , 0.539198 , 0
-0.846169 , 0.524689 , 0
-0.855236 , 0.510024 , 0
-0.864048 , 0.495206 , 0
-0.872602 , 0.48024 , 0
-0.880896 , 0.465131 , 0
-0.888928 , 0.449883 , 0
-0.896694 , 0.434502 , 0
-0.904193 , 0.41899 , 0
-0.911423 , 0.403355 , 0
-0.918382 , 0.387599 , 0
-0.925067 , 0.371727 , 0
-0.931477 , 0.355745 , 0
-0.937611 , 0.339658 , 0
-0.943465 , 0.323469 , 0
-0.94904 , 0.307185 , 0
-0.954333 , 0.290809 , 0
-0.959342 , 0.274347 , 0
-0.964067 , 0.257803 , 0
-0.968506 , 0.241183 , 0
-0.972658 , 0.224491 , 0
-0.976521 , 0.207733 , 0
-0.980096 , 0.190914 , 0
-0.98338 , 0.174038 , 0
-0.986374 , 0.15711 , 0
-0.989075 , 0.140136 , 0
-0.991485 , 0.123121 , 0
-0.993601 , 0.106069 , 0
-0.995424 , 0.0889859 , 0
-0.996952 , 0.0718765 , 0
-0.998187 , 0.0547459 , 0
-0.999127 , 0.0375991 , 0
-0.999773 , 0.0204412 , 0
-1.00012 , 0.0032773 , 0
-1.00018 , -0.0138876 , 0
-0.999942 , -0.0310483 , 0
-0.999409 , -0.0482 , 0
-0.998583 , -0.0653374 , 0
-0.997462 , -0.0824557 , 0
-0.996049 , -0.0995497 , 0
-0.994343 , -0.116614 , 0
-0.992345 , -0.133645 , 0
-0.990055 , -0.150636 , 0
-0.987475 , -0.167583 , 0
-0.984606 , -0.184481 , 0
-0.981447 , -0.201325 , 0
-0.978002 , -0.21811 , 0
-0.974269 , -0.234831 , 0
-0.970252 , -0.251483 , 0
-0.96595 , -0.268062 , 0
-0.961366 , -0.284562 , 0
-0.9565 , -0.300979 , 0
-0.951356 , -0.317308 , 0
-0.945933 , -0.333544 , 0
-0.940234 , -0.349683 , 0
-0.93426 , -0.365719 , 0
-0.928014 , -0.381649 , 0
-0.921497 , -0.397468 , 0
-0.914711 , -0.413171 , 0
-0.907659 , -0.428753 , 0
-0.900342 , -0.444211 , 0
-0.892763 , -0.459539 , 0
-0.884924 , -0.474733 , 0
-0.876828 , -0.489789 , 0
-0.868476 , -0.504703 , 0
-0.859872 , -0.51947 , 0
-0.851018 , -0.534086 , 0
-0.841917 , -0.548547 , 0
-0.832571 , -0.562848 , 0
-0.822984 , -0.576986 , 0
-0.813157 , -0.590956 , 0
-0.803095 , -0.604755 , 0
-0.7928 , -0.618379 , 0
-0.782275 , -0.631823 , 0
-0.771523 , -0.645085 , 0
-0.760547 , -0.658159 , 0
-0.749352 , -0.671043 , 0
-0.737939 , -0.683732 , 0
-0.726313 , -0.696223 , 0
-0.714476 , -0.708513 , 0
-0.702433 , -0.720598 , 0
-0.690187 , -0.732475 , 0
-0.677741 , -0.74414 , 0
-0.665099 , -0.755589 , 0
-0.652265 , -0.766821 , 0
-0.639243 , -0.777831 , 0
-0.626036 , -0.788616 , 0
-0.612648 , -0.799174 , 0
-0.599084 , -0.809501 , 0
-0.585347 , -0.819594 , 0
-0.57144 , -0.829451 , 0
-0.557369 , -0.839069 , 0
-0.543138 , -0.848445 , 0
-0.528749 , -0.857576 , 0
-0.514209 , -0.86646 , 0
-0.49952 , -0.875094 , 0
-0.484687 , -0.883477 , 0
-0.469715 , -0.891604 , 0
-0.454607 , -0.899476 , 0
-0.439369 , -0.907088 , 0
-0.424004 , -0.914439 , 0
-0.408517 , -0.921527 , 0
-0.392913 , -0.92835 , 0
-0.377195 , -0.934905 , 0
-0.361369 , -0.941192 , 0
-0.345439 , -0.947208 , 0
-0.32941 , -0.952952 , 0
-0.313286 , -0.958422 , 0
-0.297072 , -0.963616 , 0
-0.280772 , -0.968533 , 0
-0.264392 , -0.973172 , 0
-0.247936 , -0.977531 , 0
-0.231409 , -0.98161 , 0
-0.214815 , -0.985406 , 0
-0.198159 , -0.988919 , 0
-0.181447 , -0.992149 , 0
-0.164682 , -0.995093 , 0
-0.147871 , -0.997751 , 0
-0.131016 , -1.00012 , 0
-0.114124 , -1.00221 , 0
-0.0971995 , -1.004 , 0
-0.0802468 , -1.00551 , 0
-0.0632711 , -1.00673 , 0
-0.0462772 , -1.00766 , 0
-0.0292701 , -1.0083 , 0
-0.0122545 , -1.00866 , 0
0.00476455 , -1.00872 , 0
0.0217823 , -1.00849 , 0
0.0387937 , -1.00797 , 0
0.055794 , -1.00717 , 0
0.0727783 , -1.00607 , 0
0.0897417 , -1.00469 , 0
0.106679 , -1.00302 , 0
0.123586 , -1.00105 , 0
0.140458 , -0.998806 , 0
0.157289 , -0.996271 , 0
0.174075 , -0.993449 , 0
0.190811 , -0.990342 , 0
0.207492 , -0.986951 , 0
0.224114 , -0.983276 , 0
0.240671 , -0.979319 , 0
0.257159 , -0.97508 , 0
0.273573 , -0.970561 , 0
0.289908 , -0.965763 , 0
0.306161 , -0.960687 , 0
0.322325 , -0.955335 , 0
0.338396 , -0.949709 , 0
0.35437 , -0.943809 , 0
0.370242 , -0.937638 , 0
0.386008 , -0.931197 , 0
0.401663 , -0.924488 , 0
0.417202 , -0.917513 , 0
0.432621 , -0.910274 , 0
0.447915 , -0.902773 , 0
0.46308 , -0.895012 , 0
0.478112 , -0.886994 , 0
0.493007 , -0.87872 , 0
0.507759 , -0.870192 , 0
0.522365 , -0.861414 , 0
0.53682 , -0.852388 , 0
0.551121 , -0.843115 , 0
0.565263 , -0.8336 , 0
0.579241 , -0.823844 , 0
0.593053 , -0.813851 , 0
0.606693 , -0.803623 , 0
0.620158 , -0.793162 , 0
0.633445 , -0.782473 , 0
0.646548 , -0.771557 , 0
0.659464 , -0.760419 , 0
0.67219 , -0.749061 , 0
0.684721 , -0.737486 , 0
0.697055 , -0.725699 , 0
0.709187 , -0.713701 , 0
0.721113 , -0.701496 , 0
0.732831 , -0.689089 , 0
0.744337 , -0.676482 , 0
0.755627 , -0.66368 , 0
0.766698 , -0.650684 , 0
0.777547 , -0.637501 , 0
0.788171 , -0.624132 , 0
0.798566 , -0.610583 , 0
0.808729 , -0.596856 , 0
0.818658 , -0.582956 , 0
0.828349 , -0.568887 , 0
0.837799 , -0.554653 , 0
0.847006 , -0.540257 , 0
0.855967 , -0.525705 , 0
0.864679 , -0.511 , 0
0.873139 , -0.496146 , 0
0.881346 , -0.481147 , 0
0.889295 , -0.466009 , 0
0.896986 , -0.450735 , 0
0.904416 , -0.435329 , 0
0.911581 , -0.419797 , 0
0.918482 , -0.404142 , 0
0.925114 , -0.38837 , 0
0.931476 , -0.372484 , 0
0.937566 , -0.356489 , 0
0.943383 , -0.340391 , 0
0.948924 , -0.324192 , 0
0.954188 , -0.3079 , 0
0.959172 , -0.291517 , 0
0.963876 , -0.275048 , 0
0.968298 , -0.2585 , 0
0.972437 , -0.241875 , 0
0.976291 , -0.22518 , 0
0.979858 , -0.208419 , 0
0.983139 , -0.191596 , 0
0.986131 , -0.174718 , 0
0.988833 , -0.157788 , 0
0.991246 , -0.140812 , 0
0.993367 , -0.123795 , 0
0.995197 , -0.106741 , 0
0.996734 , -0.0896557 , 0
0.997978 , -0.0725442 , 0
0.998928 , -0.0554113 , 0
0.999584 , -0.0382621 , 0
0.999947 , -0.0211017 , 0
1.00001 , -0.003935 , 0
0.999787 , 0.0132328 , 0
0.999265 , 0.0303967 , 0
0.998448 , 0.0475517 , 0
0.997337 , 0.0646926 , 0
0.995931 , 0.0818145 , 0
0.994232 , 0.0989121 , 0
0.992238 , 0.115981 , 0
0.989951 , 0.133015 , 0
0.987371 , 0.15001 , 0
0.9845 , 0.16696 , 0
0.981336 , 0.183861 , 0
0.977882 , 0.200708 , 0
0.974139 , 0.217495 , 0
0.970107 , 0.234217 , 0
0.965787 , 0.250871 , 0
0.961181 , 0.267449 , 0
0.956289 , 0.283949 , 0
0.951113 , 0.300364 , 0
0.945655 , 0.31669 , 0
0.939917 , 0.332922 , 0
0.933898 , 0.349054 , 0
0.927602 , 0.365083 , 0
0.92103 , 0.381004 , 0
0.914184 , 0.396811 , 0
0.907065 , 0.4125 , 0
0.899677 , 0.428066 , 0
0.89202 , 0.443504 , 0
0.884098 , 0.458811 , 0
0.875911 , 0.47398 , 0
0.867464 , 0.489008 , 0
0.858757 , 0.50389 , 0
0.849795 , 0.518622 , 0
0.840578 , 0.533198 , 0
0.83111 , 0.547616 , 0
0.821394 , 0.561869 , 0
0.811432 , 0.575955 , 0
0.801227 , 0.589869 , 0
0.790783 , 0.603605 , 0
0.780102 , 0.617162 , 0
0.769187 , 0.630533 , 0
0.758042 , 0.643716 , 0
0.74667 , 0.656705 , 0
0.735074 , 0.669498 , 0
0.723258 , 0.68209 , 0
0.711225 , 0.694478 , 0
0.698978 , 0.706657 , 0
0.686521 , 0.718624 , 0
0.673859 , 0.730375 , 0
0.660994 , 0.741907 , 0
0.64793 , 0.753216 , 0
0.634672 , 0.764299 , 0
0.621223 , 0.775152 , 0
0.607587 , 0.785772 , 0
0.593769 , 0.796156 , 0
0.579772 , 0.8063 , 0
0.5656 , 0.816202 , 0
0.551259 , 0.825858 , 0
0.536751 , 0.835265 , 0
0.522081 , 0.844421 , 0
0.507255 , 0.853322 , 0
0.492275 , 0.861967 , 0
0.477148 , 0.870351 , 0
0.461876 , 0.878474 , 0
0.446465 , 0.886331 , 0
0.43092 , 0.893921 , 0
0.415245 , 0.901242 , 0
0.399444 , 0.908291 , 0
0.383523 , 0.915066 , 0
0.367486 , 0.921565 , 0
0.351338 , 0.927785 , 0
0.335085 , 0.933726 , 0
0.31873 , 0.939385 , 0
0.302279 , 0.94476 , 0
0.285736 , 0.94985 , 0
0.269108 , 0.954653 , 0
0.252398 , 0.959168 , 0
0.235611 , 0.963393 , 0
0.218754 , 0.967327 , 0
0.20183 , 0.970968 , 0
0.184846 , 0.974317 , 0
0.167806 , 0.97737 , 0
0.150715 , 0.980129 , 0
0.133578 , 0.982591 , 0
0.116401 , 0.984757 , 0
0.0991889 , 0.986624 , 0
0.0819468 , 0.988194 , 0
0.0646799 , 0.989465 , 0
0.0473934 , 0.990436 , 0
0.0300927 , 0.991108 , 0
0.0127828 , 0.991481 , 0
-0.00453093 , 0.991554 , 0
-0.0218433 , 0.991327 , 0
-0.0391491 , 0.990801 , 0
-0.056443 , 0.989975 , 0
-0.0737199 , 0.988849 , 0
-0.0909744 , 0.987425 , 0
-0.108202 , 0.985703 , 0
-0.125396 , 0.983682 , 0
-0.142552 , 0.981364 , 0
-0.159666 , 0.97875 , 0
-0.176731 , 0.97584 , 0
-0.193743 , 0.972635 , 0
-0.210696 , 0.969136 , 0
-0.227585 , 0.965344 , 0
-0.244406 , 0.961261 , 0
-0.261153 , 0.956887 , 0
-0.277821 , 0.952225 , 0
-0.294406 , 0.947274 , 0
-0.310901 , 0.942038 , 0
-0.327302 , 0.936518 , 0
-0.343605 , 0.930715 , 0
-0.359804 , 0.92463 , 0
-0.375895 , 0.918267 , 0
-0.391872 , 0.911627 , 0
-0.40773 , 0.904712 , 0
-0.423466 , 0.897524 , 0
-0.439074 , 0.890065 , 0
-0.45455 , 0.882338 , 0
-0.469889 , 0.874346 , 0
-0.485086 , 0.866089 , 0
-0.500137 , 0.857572 , 0
-0.515038 , 0.848796 , 0
-0.529783 , 0.839765 , 0
-0.544369 , 0.830481 , 0
-0.558791 , 0.820947 , 0
-0.573045 , 0.811166 , 0
-0.587126 , 0.801141 , 0
-0.601031 , 0.790875 , 0
-0.614755 , 0.780371 , 0
-0.628294 , 0.769633 , 0
-0.641645 , 0.758663 , 0
-0.654802 , 0.747466 , 0
-0.667764 , 0.736043 , 0
-0.680524 , 0.7244 , 0
-0.69308 , 0.71254 , 0
-0.705429 , 0.700465 , 0
-0.717566 , 0.688181 , 0
-0.729487 , 0.67569 , 0
-0.74119 , 0.662997 , 0
-0.752671 , 0.650105 , 0
-0.763926 , 0.637018 , 0
-0.774953 , 0.62374 , 0
-0.785747 , 0.610276 , 0
-0.796306 , 0.596629 , 0
-0.806628 , 0.582804 , 0
-0.816707 , 0.568804 , 0
-0.826543 , 0.554634 , 0
-0.836132 , 0.540299 , 0
-0.845471 , 0.525802 , 0
-0.854558 , 0.511148 , 0
-0.863389 , 0.496341 , 0
-0.871963 , 0.481387 , 0
-0.880277 , 0.466289 , 0
-0.888328 , 0.451052 , 0
-0.896115 , 0.43568 , 0
-0.903634 , 0.420179 , 0
-0.910885 , 0.404552 , 0
-0.917864 , 0.388805 , 0
-0.924571 , 0.372943 , 0
-0.931002 , 0.356969 , 0
-0.937156 , 0.340889 , 0
-0.943032 , 0.324708 , 0
-0.948628 , 0.308431 , 0
-0.953943 , 0.292062 , 0
-0.958974 , 0.275606 , 0
-0.96372 , 0.259069 , 0
-0.968181 , 0.242455 , 0
-0.972355 , 0.225768 , 0
-0.976241 , 0.209015 , 0
-0.979837 , 0.1922 , 0
-0.983144 , 0.175329 , 0
-0.986159 , 0.158405 , 0
-0.988883 , 0.141434 , 0
-0.991315 , 0.124422 , 0
-0.993454 , 0.107373 , 0
-0.995299 , 0.0902919 , 0
-0.99685 , 0.0731843 , 0
-0.998107 , 0.0560552 , 0
-0.99907 , 0.0389096 , 0
-0.999738 , 0.0217524 , 0
-1.00011 , 0.00458887 , 0
-1.00019 , -0.012576 , 0
-0.999974 , -0.0297372 , 0
-0.999464 , -0.0468897 , 0
-0.99866 , -0.0640283 , 0
-0.997562 , -0.0811481 , 0
-0.996171 , -0.0982441 , 0
-0.994488 , -0.115311 , 0
-0.992512 , -0.132344 , 0
-0.990245 , -0.149339 , 0
-0.987687 , -0.166289 , 0
-0.984839 , -0.183191 , 0
-0.981703 , -0.200039 , 0
-0.978279 , -0.216829 , 0
-0.974569 , -0.233555 , 0
-0.970573 , -0.250212 , 0
-0.966293 , -0.266796 , 0
-0.96173 , -0.283303 , 0
-0.956886 , -0.299726 , 0
-0.951763 , -0.316062 , 0
-0.946361 , -0.332305 , 0
-0.940683 , -0.348452 , 0
-0.93473 , -0.364496 , 0
-0.928505 , -0.380435 , 0
-0.922009 , -0.396262 , 0
-0.915243 , -0.411974 , 0
-0.908212 , -0.427566 , 0
-0.900915 , -0.443033 , 0
-0.893356 , -0.458371 , 0
-0.885537 , -0.473575 , 0
-0.87746 , -0.488642 , 0
-0.869128 , -0.503567 , 0
-0.860544 , -0.518345 , 0
-0.851709 , -0.532973 , 0
-0.842626 , -0.547445 , 0
-0.833299 , -0.561759 , 0
-0.82373 , -0.57591 , 0
-0.813922 , -0.589893 , 0
-0.803878 , -0.603705 , 0
-0.7936 , -0.617342 , 0
-0.783093 , -0.630801 , 0
-0.772358 , -0.644076 , 0
-0.7614 , -0.657165 , 0
-0.750221 , -0.670063 , 0
-0.738824 , -0.682767 , 0
-0.727214 , -0.695274 , 0
-0.715394 , -0.707579 , 0
-0.703367 , -0.71968 , 0
-0.691136 , -0.731573 , 0
-0.678705 , -0.743254 , 0
-0.666078 , -0.75472 , 0
-0.653259 , -0.765968 , 0
-0.640251 , -0.776995 , 0
-0.627058 , -0.787798 , 0
-0.613684 , -0.798373 , 0
-0.600133 , -0.808718 , 0
-0.586409 , -0.818829 , 0
-0.572516 , -0.828704 , 0
-0.558457 , -0.83834 , 0
-0.544238 , -0.847735 , 0
-0.529861 , -0.856885 , 0
-0.515332 , -0.865788 , 0
-0.500654 , -0.874442 , 0
-0.485833 , -0.882843 , 0
-0.470871 , -0.890991 , 0
-0.455774 , -0.898882 , 0
-0.440545 , -0.906514 , 0
-0.42519 , -0.913885 , 0
-0.409712 , -0.920993 , 0
-0.394116 , -0.927836 , 0
-0.378407 , -0.934413 , 0
-0.36259 , -0.94072 , 0
-0.346667 , -0.946757 , 0
-0.330646 , -0.952522 , 0
-0.314529 , -0.958012 , 0
-0.298321 , -0.963228 , 0
-0.282028 , -0.968166 , 0
-0.265654 , -0.972827 , 0
-0.249204 , -0.977207 , 0
-0.232682 , -0.981307 , 0
-0.216093 , -0.985125 , 0
-0.199442 , -0.98866 , 0
-0.182734 , -0.991911 , 0
-0.165973 , -0.994877 , 0
-0.149165 , -0.997557 , 0
-0.132313 , -0.999951 , 0
-0.115424 , -1.00206 , 0
-0.0985016 , -1.00388 , 0
-0.0815509 , -1.00541 , 0
-0.0645768 , -1.00665 , 0
-0.0475842 , -1.0076 , 0
-0.0305779 , -1.00827 , 0
-0.0135628 , -1.00864 , 0
0.0034562 , -1.00872 , 0
0.0204742 , -1.00852 , 0
0.0374863 , -1.00802 , 0
0.0544877 , -1.00724 , 0
0.0714734 , -1.00617 , 0
0.0884385 , -1.0048 , 0
0.105378 , -1.00315 , 0
0.122288 , -1.00122 , 0
0.139162 , -0.998989 , 0
0.155997 , -0.996475 , 0
0.172786 , -0.993676 , 0
0.189526 , -0.990591 , 0
0.206212 , -0.987221 , 0
0.222838 , -0.983568 , 0
0.2394 , -0.979632 , 0
0.255894 , -0.975415 , 0
0.272314 , -0.970917 , 0
0.288656 , -0.96614 , 0
0.304914 , -0.961086 , 0
0.321085 , -0.955755 , 0
0.337164 , -0.950149 , 0
0.353146 , -0.944271 , 0
0.369026 , -0.93812 , 0
0.3848 , -0.9317 , 0
0.400463 , -0.925012 , 0
0.416011 , -0.918057 , 0
0.43144 , -0.910838 , 0
0.446744 , -0.903357 , 0
0.461919 , -0.895616 , 0
0.476962 , -0.887617 , 0
0.491867 , -0.879362 , 0
0.50663 , -0.870854 , 0
0.521247 , -0.862095 , 0
0.535715 , -0.853088 , 0
0.550027 , -0.843834 , 0
0.564181 , -0.834337 , 0
0.578173 , -0.8246 , 0
0.591997 , -0.814625 , 0
0.605651 , -0.804414 , 0
0.619129 , -0.793971 , 0
0.632429 , -0.783299 , 0
0.645547 , -0.772401 , 0
0.658478 , -0.76128 , 0
0.671218 , -0.749938 , 0
0.683765 , -0.73838 , 0
0.696114 , -0.726609 , 0
0.708261 , -0.714627 , 0
0.720204 , -0.702438 , 0
0.731938 , -0.690046 , 0
0.74346 , -0.677454 , 0
0.754767 , -0.664666 , 0
0.765855 , -0.651686 , 0
0.776721 , -0.638517 , 0
0.787362 , -0.625162 , 0
0.797775 , -0.611626 , 0
0.807956 , -0.597913 , 0
0.817902 , -0.584026 , 0
0.827612 , -0.56997 , 0
0.837081 , -0.555748 , 0
0.846306 , -0.541365 , 0
0.855286 , -0.526824 , 0
0.864017 , -0.51213 , 0
0.872497 , -0.497287 , 0
0.880723 , -0.4823 , 0
0.888692 , -0.467172 , 0
0.896403 , -0.451908 , 0
0.903852 , -0.436512 , 0
0.911039 , -0.42099 , 0
0.917959 , -0.405344 , 0
0.924612 , -0.38958 , 0
0.930995 , -0.373703 , 0
0.937106 , -0.357716 , 0
0.942944 , -0.341625 , 0
0.948506 , -0.325435 , 0
0.953791 , -0.309149 , 0
0.958797 , -0.292772 , 0
0.963523 , -0.27631 , 0
0.967966 , -0.259768 , 0
0.972127 , -0.243149 , 0
0.976002 , -0.226459 , 0
0.979592 , -0.209702 , 0
0.982894 , -0.192885 , 0
0.985908 , -0.17601 , 0
0.988633 , -0.159084 , 0
0.991068 , -0.142111 , 0
0.993211 , -0.125097 , 0
0.995063 , -0.108045 , 0
0.996623 , -0.0909624 , 0
0.997889 , -0.0738526 , 0
0.998862 , -0.0567211 , 0
0.999541 , -0.0395729 , 0
0.999925 , -0.0224131 , 0
1.00002 , -0.00524668 , 0
0.999811 , 0.0119213 , 0
0.999311 , 0.0290858 , 0
0.998517 , 0.0462417 , 0
0.997428 , 0.0633839 , 0
0.996045 , 0.0805074 , 0
0.994368 , 0.0976072 , 0
0.992397 , 0.114678 , 0
0.990132 , 0.131715 , 0
0.987575 , 0.148713 , 0
0.984725 , 0.165667 , 0
0.981584 , 0.182572 , 0
0.978152 , 0.199423 , 0
0.974431 , 0.216215 , 0
0.970421 , 0.232943 , 0
0.966123 , 0.249602 , 0
0.961538 , 0.266186 , 0
0.956668 , 0.282692 , 0
0.951515 , 0.299114 , 0
0.946078 , 0.315447 , 0
0.94036 , 0.331686 , 0
0.934363 , 0.347827 , 0
0.928088 , 0.363864 , 0
0.921537 , 0.379793 , 0
0.914712 , 0.395609 , 0
0.907614 , 0.411307 , 0
0.900246 , 0.426883 , 0
0.89261 , 0.442331 , 0
0.884708 , 0.457647 , 0
0.876541 , 0.472828 , 0
0.868114 , 0.487867 , 0
0.859427 , 0.50276 , 0
0.850483 , 0.517503 , 0
0.841286 , 0.532092 , 0
0.831837 , 0.546522 , 0
0.82214 , 0.560788 , 0
0.812196 , 0.574887 , 0
0.80201 , 0.588814 , 0
0.791584 , 0.602564 , 0
0.780921 , 0.616134 , 0
0.770024 , 0.62952 , 0
0.758896 , 0.642717 , 0
0.747541 , 0.655722 , 0
0.735962 , 0.66853 , 0
0.724163 , 0.681137 , 0
0.712146 , 0.693541 , 0
0.699915 , 0.705736 , 0
0.687474 , 0.717719 , 0
0.674827 , 0.729487 , 0
0.661978 , 0.741036 , 0
0.648929 , 0.752362 , 0
0.635686 , 0.763463 , 0
0.622251 , 0.774333 , 0
0.608629 , 0.784971 , 0
0.594825 , 0.795373 , 0
0.580841 , 0.805536 , 0
0.566682 , 0.815456 , 0
0.552354 , 0.82513 , 0
0.537858 , 0.834557 , 0
0.523201 , 0.843732 , 0
0.508386 , 0.852653 , 0
0.493418 , 0.861317 , 0
0.478302 , 0.869722 , 0
0.463041 , 0.877864 , 0
0.447641 , 0.885742 , 0
0.432105 , 0.893353 , 0
0.41644 , 0.900694 , 0
0.400648 , 0.907764 , 0
0.384736 , 0.91456 , 0
0.368708 , 0.921079 , 0
0.352569 , 0.927321 , 0
0.336323 , 0.933283 , 0
0.319975 , 0.938964 , 0
0.303531 , 0.944361 , 0
0.286996 , 0.949472 , 0
0.270373 , 0.954297 , 0
0.253669 , 0.958834 , 0
0.236889 , 0.963081 , 0
0.220037 , 0.967037 , 0
0.203118 , 0.970701 , 0
0.186138 , 0.974072 , 0
0.169102 , 0.977148 , 0
0.152014 , 0.979929 , 0
0.134881 , 0.982414 , 0
0.117707 , 0.984602 , 0
0.100497 , 0.986493 , 0
0.0832572 , 0.988085 , 0
0.065992 , 0.989378 , 0
0.0487069 , 0.990373 , 0
0.031407 , 0.991068 , 0
0.0140977 , 0.991463 , 0
-0.00321596 , 0.991559 , 0
-0.0205286 , 0.991355 , 0
-0.0378351 , 0.990851 , 0
-0.0551301 , 0.990048 , 0
-0.0724084 , 0.988946 , 0
-0.0896649 , 0.987544 , 0
-0.106894 , 0.985844 , 0
-0.124091 , 0.983847 , 0
-0.141251 , 0.981551 , 0
-0.158368 , 0.978959 , 0
-0.175437 , 0.976072 , 0
-0.192453 , 0.972889 , 0
-0.209411 , 0.969413 , 0
-0.226305 , 0.965643 , 0
-0.243131 , 0.961582 , 0
-0.259884 , 0.957231 , 0
-0.276558 , 0.95259 , 0
-0.293149 , 0.947662 , 0
-0.309651 , 0.942447 , 0
-0.32606 , 0.936948 , 0
-0.342371 , 0.931167 , 0
-0.358578 , 0.925104 , 0
-0.374676 , 0.918762 , 0
-0.390662 , 0.912143 , 0
-0.40653 , 0.905249 , 0
-0.422276 , 0.898081 , 0
-0.437894 , 0.890643 , 0
-0.45338 , 0.882937 , 0
-0.468729 , 0.874964 , 0
-0.483937 , 0.866728 , 0
-0.499 , 0.85823 , 0
-0.513912 , 0.849474 , 0
-0.528669 , 0.840462 , 0
-0.543267 , 0.831198 , 0
-0.557701 , 0.821683 , 0
-0.571968 , 0.81192 , 0
-0.586063 , 0.801914 , 0
-0.599981 , 0.791666 , 0
-0.613719 , 0.78118 , 0
-0.627273 , 0.77046 , 0
-0.640638 , 0.759507 , 0
-0.65381 , 0.748327 , 0
-0.666786 , 0.736922 , 0
-0.679562 , 0.725296 , 0
-0.692134 , 0.713452 , 0
-0.704499 , 0.701394 , 0
-0.716652 , 0.689125 , 0
-0.72859 , 0.67665 , 0
-0.740309 , 0.663972 , 0
-0.751807 , 0.651095 , 0
-0.76308 , 0.638023 , 0
-0.774124 , 0.62476 , 0
-0.784936 , 0.611309 , 0
-0.795513 , 0.597676 , 0
-0.805853 , 0.583864 , 0
-0.815951 , 0.569878 , 0
-0.825806 , 0.555721 , 0
-0.835413 , 0.541398 , 0
-0.844771 , 0.526913 , 0
-0.853877 , 0.512271 , 0
-0.862728 , 0.497476 , 0
-0.871322 , 0.482533 , 0
-0.879656 , 0.467446 , 0
-0.887727 , 0.452219 , 0
-0.895534 , 0.436858 , 0
-0.903074 , 0.421366 , 0
-0.910345 , 0.405749 , 0
-0.917345 , 0.390011 , 0
-0.924072 , 0.374157 , 0
-0.930525 , 0.358192 , 0
-0.9367 , 0.34212 , 0
-0.942598 , 0.325947 , 0
-0.948215 , 0.309677 , 0
-0.953551 , 0.293315 , 0
-0.958604 , 0.276866 , 0
-0.963372 , 0.260334 , 0
-0.967855 , 0.243726 , 0
-0.97205 , 0.227045 , 0
-0.975958 , 0.210297 , 0
-0.979577 , 0.193487 , 0
-0.982905 , 0.176619 , 0
-0.985943 , 0.159699 , 0
-0.98869 , 0.142732 , 0
-0.991143 , 0.125723 , 0
-0.993304 , 0.108676 , 0
-0.995172 , 0.0915977 , 0
-0.996746 , 0.0744921 , 0
-0.998025 , 0.0573645 , 0
-0.999011 , 0.04022 , 0
-0.999701 , 0.0230636 , 0
-1.0001 , 0.00590043 , 0
-1.0002 , -0.0112645 , 0
-1.00001 , -0.0284261 , 0
-0.999518 , -0.0455793 , 0
-0.998736 , -0.0627191 , 0
-0.997661 , -0.0798405 , 0
-0.996292 , -0.0969384 , 0
-0.994631 , -0.114008 , 0
-0.992677 , -0.131044 , 0
-0.990432 , -0.148041 , 0
-0.987897 , -0.164995 , 0
-0.985071 , -0.181901 , 0
-0.981957 , -0.198753 , 0
-0.978555 , -0.215547 , 0
-0.974866 , -0.232278 , 0
-0.970892 , -0.248941 , 0
-0.966634 , -0.265531 , 0
-0.962093 , -0.282043 , 0
-0.957271 , -0.298473 , 0
-0.952169 , -0.314816 , 0
-0.946788 , -0.331066 , 0
-0.941131 , -0.34722 , 0
-0.935199 , -0.363273 , 0
-0.928995 , -0.379219 , 0
-0.922519 , -0.395055 , 0
-0.915774 , -0.410776 , 0
-0.908763 , -0.426377 , 0
-0.901487 , -0.441854 , 0
-0.893948 , -0.457202 , 0
-0.886148 , -0.472417 , 0
-0.878091 , -0.487494 , 0
-0.869779 , -0.50243 , 0
-0.861213 , -0.517219 , 0
-0.852398 , -0.531859 , 0
